cvalue(),jaccard(),loglikelihood(),mutual_expectation(),specific_frequency_biased_mutual_dependency(),tscore(),unigram_subtuples(),w_order(),w_tf_order(),specific_exponential_correlation(e=3.8),w_specific_exponential_correlation(e=1.15)
0.099696492,0.0568895306,0.0528244606,0.1637584725,0.0028079715,0.228906785,0.0298901556,0.0201704988,0.2245281265,0.0038556301,0.155412344
0.099683762,0.0568834738,0.052824127,0.1637416577,0.0028077418,0.2288949246,0.0298901262,0.0201705775,0.2245161517,0.0038555698,0.1554033931
0.0996710356,0.0568774215,0.052823791,0.163724846,0.0028075121,0.2288830608,0.0298901085,0.0201706552,0.2245041771,0.0038555095,0.1553944437
0.0996583159,0.0568713704,0.0528234559,0.1637080375,0.0028072825,0.2288712002,0.0298900958,0.0201707319,0.2244922027,0.0038554489,0.155385496
0.0996456031,0.0568653206,0.0528231184,0.1636912321,0.0028070528,0.2288593494,0.0298900816,0.0201708075,0.2244802384,0.0038553915,0.1553765498
0.0996328939,0.056859272,0.0528227819,0.1636744331,0.0028068232,0.2288475017,0.0298900693,0.0201708821,0.2244682807,0.0038553339,0.1553676052
0.0996201882,0.0568532246,0.052822443,0.1636576405,0.0028065936,0.2288356572,0.0298900588,0.0201709556,0.2244563266,0.0038552762,0.1553586623
0.0996074861,0.0568471817,0.0528221017,0.1636408544,0.002806364,0.2288238094,0.02989005,0.0201710281,0.2244443694,0.0038552183,0.1553497176
0.0995947875,0.0568411401,0.0528217613,0.1636240746,0.0028061344,0.2288119616,0.0298900399,0.0201711028,0.2244324125,0.0038551603,0.1553407714
0.0995820925,0.0568350997,0.0528214219,0.1636072979,0.0028059048,0.2288001201,0.0298900282,0.0201711798,0.2244204525,0.0038551021,0.1553318234
0.099569401,0.0568290605,0.0528210833,0.1635905276,0.0028056753,0.2287882851,0.0298900184,0.0201712557,0.2244084895,0.0038550438,0.1553228739
0.0995567164,0.0568230258,0.0528207456,0.1635737605,0.0028054457,0.2287764566,0.0298900071,0.0201713306,0.22439653,0.0038549853,0.1553139259
0.0995440353,0.0568169955,0.0528204088,0.1635569965,0.0028052162,0.228764628,0.0298899944,0.0201714045,0.2243845772,0.0038549267,0.1553049796
0.0995313577,0.0568109665,0.052820073,0.1635402389,0.0028049867,0.2287527993,0.0298899834,0.0201714805,0.2243726214,0.0038548679,0.1552960348
0.0995186837,0.0568049387,0.052819738,0.1635234844,0.0028047572,0.228740977,0.0298899743,0.0201715556,0.2243606659,0.0038548122,0.1552870884
0.0995060164,0.0567989121,0.0528194039,0.163506733,0.0028045277,0.2287291515,0.0298899637,0.0201716296,0.2243487138,0.0038547564,0.1552781437
0.0994933527,0.05679289,0.0528190772,0.1634899913,0.0028042982,0.2287173259,0.0298899549,0.0201717025,0.2243367588,0.0038547004,0.1552691973
0.0994806926,0.0567868692,0.0528187481,0.1634732591,0.0028040688,0.2287055035,0.0298899447,0.0201717777,0.2243248072,0.0038546443,0.1552602492
0.099468036,0.0567808495,0.05281842,0.1634565301,0.0028038393,0.2286936842,0.029889933,0.0201718519,0.2243128558,0.003854588,0.1552512996
0.0994553861,0.0567748375,0.0528180895,0.1634398074,0.0028036099,0.2286818714,0.0298899199,0.020171925,0.2243009015,0.0038545315,0.1552423483
0.099442743,0.05676883,0.0528177566,0.1634230879,0.0028033805,0.228670065,0.0298899085,0.0201720003,0.2242889474,0.003854475,0.1552333954
0.0994301035,0.0567628237,0.0528174214,0.1634063714,0.0028031511,0.2286582682,0.0298898958,0.0201720747,0.2242769968,0.0038544182,0.1552244409
0.0994174675,0.0567568219,0.0528170838,0.1633896581,0.0028029218,0.2286464681,0.0298898816,0.0201721512,0.2242650432,0.0038543613,0.1552154847
0.099404835,0.0567508212,0.0528167472,0.1633729479,0.0028026956,0.2286346713,0.0298898691,0.0201722266,0.2242530867,0.0038543043,0.155206527
0.0993922092,0.0567448218,0.0528164114,0.1633562408,0.0028024695,0.2286228775,0.0298898585,0.0201723011,0.2242411336,0.0038542471,0.1551975741
0.099379587,0.0567388268,0.0528160734,0.1633395369,0.0028022434,0.2286110902,0.0298898464,0.0201723745,0.2242291841,0.0038541898,0.1551886229
0.0993669683,0.0567328331,0.0528157329,0.163322836,0.0028020173,0.2285993125,0.0298898329,0.0201724502,0.2242172347,0.0038541323,0.1551796765
0.0993543531,0.0567268405,0.0528153902,0.1633061383,0.0028017912,0.2285875348,0.029889818,0.0201725248,0.2242052857,0.0038540779,0.1551707381
0.0993417414,0.0567208524,0.0528150451,0.1632894534,0.0028015652,0.2285757569,0.0298898048,0.0201726016,0.2241933369,0.0038540234,0.1551618014
0.0993291365,0.0567148654,0.0528146977,0.1632727715,0.0028013391,0.228563979,0.0298897902,0.0201726774,0.2241813852,0.0038539687,0.1551528695
0.0993165351,0.0567088797,0.0528143512,0.1632560928,0.0028011131,0.2285522011,0.0298897838,0.0201727553,0.2241694401,0.0038539138,0.155143936
0.0993039372,0.0567028984,0.0528140024,0.1632394172,0.0028008871,0.2285404199,0.0298897792,0.0201728387,0.2241574986,0.0038538588,0.1551350009
0.0992913428,0.0566969183,0.0528136577,0.1632227479,0.0028006611,0.2285286386,0.0298897732,0.0201729211,0.2241455573,0.0038538037,0.1551260642
0.0992787519,0.0566909395,0.0528133138,0.1632060818,0.0028004351,0.2285168605,0.0298897658,0.0201730024,0.2241336163,0.0038537484,0.155117126
0.0992661645,0.0566849618,0.0528129709,0.1631894187,0.0028002091,0.2285050856,0.0298897665,0.0201730859,0.2241216756,0.0038536929,0.1551081861
0.0992535806,0.0566789853,0.0528126257,0.1631727588,0.0027999832,0.2284933074,0.029889769,0.0201731684,0.2241097383,0.0038536373,0.1550992478
0.0992410002,0.05667301,0.0528122781,0.1631561019,0.0027997572,0.2284815324,0.0298897733,0.0201732499,0.2240978046,0.0038535816,0.155090308
0.0992284233,0.0566670392,0.0528119282,0.1631394482,0.0027995313,0.2284697542,0.0298897761,0.0201733336,0.2240858743,0.0038535257,0.1550813666
0.09921585,0.0566610695,0.0528115761,0.1631227975,0.0027993054,0.2284579791,0.0298897839,0.0201734162,0.2240739411,0.0038534696,0.1550724236
0.0992032801,0.0566551043,0.0528112216,0.16310615,0.0027990794,0.2284462104,0.0298897935,0.020173501,0.224062005,0.0038534134,0.155063479
0.0991907137,0.0566491435,0.0528108648,0.1630895088,0.0027988536,0.2284344512,0.0298898017,0.0201735912,0.2240500691,0.0038533571,0.1550545328
0.0991781508,0.056643187,0.0528105057,0.1630728739,0.0027986277,0.2284226921,0.0298898116,0.0201736804,0.2240381335,0.0038533006,0.1550455851
0.0991655914,0.0566372318,0.0528101507,0.1630562453,0.0027984018,0.2284109328,0.02988982,0.0201737685,0.2240262015,0.003853244,0.1550366358
0.0991530355,0.0566312777,0.0528097966,0.1630396198,0.002798176,0.2283991768,0.0298898302,0.0201738556,0.2240142665,0.0038531872,0.1550276849
0.0991404863,0.0566253281,0.0528094434,0.1630230006,0.0027979501,0.2283874175,0.0298898486,0.0201739417,0.2240023285,0.0038531303,0.1550187325
0.0991279406,0.0566193796,0.0528090911,0.1630063877,0.0027977243,0.2283756582,0.0298898687,0.02017403,0.2239903941,0.0038530732,0.1550097786
0.0991153984,0.0566134324,0.0528087364,0.1629897779,0.0027974985,0.2283638988,0.0298898874,0.0201741172,0.2239784664,0.0038530159,0.155000823
0.0991028597,0.0566074863,0.0528083827,0.1629731712,0.0027972727,0.2283521426,0.0298899079,0.0201742034,0.2239665454,0.0038529586,0.154991866
0.0990903276,0.0566015414,0.0528080299,0.1629565676,0.0027970469,0.2283403992,0.0298899332,0.0201742886,0.2239546278,0.003852901,0.1549829073
0.099077799,0.0565956009,0.0528076812,0.1629399671,0.0027968211,0.2283286621,0.0298899572,0.0201743728,0.2239427073,0.0038528434,0.1549739472
0.0990652739,0.0565896616,0.0528073302,0.1629233728,0.0027965954,0.2283169282,0.0298899797,0.0201744591,0.2239307872,0.0038527856,0.1549649855
0.0990527523,0.0565837267,0.05280698,0.1629067849,0.0027963697,0.2283051942,0.0298900007,0.0201745444,0.2239188705,0.0038527276,0.1549560222
0.0990402373,0.0565777929,0.0528066372,0.1628902,0.0027961439,0.228293457,0.0298900203,0.0201746319,0.2239069573,0.0038526695,0.1549470575
0.099027729,0.0565718604,0.052806292,0.1628736246,0.0027959182,0.228281723,0.0298900416,0.0201747184,0.2238950476,0.0038526112,0.1549380912
0.0990152242,0.056565929,0.0528059478,0.1628570555,0.0027956925,0.2282699889,0.0298900647,0.0201748038,0.2238831382,0.0038525528,0.1549291265
0.0990027228,0.0565599988,0.0528056044,0.1628404894,0.0027954669,0.2282582548,0.0298900959,0.0201748882,0.2238712259,0.0038524943,0.1549201603
0.0989902281,0.0565540698,0.0528052619,0.1628239265,0.0027952412,0.2282465207,0.0298901257,0.0201749716,0.2238593107,0.0038524356,0.1549111927
0.09897774,0.056548142,0.0528049171,0.1628073666,0.0027950155,0.2282347866,0.0298901571,0.020175054,0.2238473958,0.0038523767,0.1549022266
0.0989652554,0.0565422154,0.0528045732,0.162790813,0.0027947899,0.2282230556,0.0298901904,0.0201751417,0.223835478,0.0038523178,0.1548932591
0.0989527743,0.0565362899,0.0528042302,0.1627742624,0.0027945643,0.2282113278,0.0298902253,0.0201752284,0.2238235701,0.0038522586,0.1548842932
0.0989402966,0.0565303657,0.0528038848,0.162757715,0.0027943387,0.2281996063,0.0298902588,0.0201753141,0.2238116593,0.0038521994,0.1548753259
0.0989278287,0.0565244426,0.0528035436,0.1627411706,0.0027941131,0.2281878816,0.0298902909,0.020175402,0.2237997489,0.0038521399,0.154866357
0.0989153643,0.0565185207,0.0528032032,0.1627246293,0.0027938875,0.2281761569,0.0298903247,0.020175492,0.2237878387,0.0038520804,0.1548573866
0.0989029033,0.0565126,0.0528028606,0.1627080942,0.0027936619,0.2281644353,0.029890357,0.020175581,0.2237759289,0.0038520207,0.1548484147
0.0988904458,0.0565066805,0.0528025252,0.1626915623,0.0027934364,0.2281527106,0.0298903911,0.0201756689,0.2237640193,0.0038519608,0.1548394413
0.0988779917,0.0565007622,0.0528021874,0.1626750334,0.0027932108,0.2281409859,0.02989043,0.0201757559,0.223752107,0.0038519008,0.1548304696
0.098865541,0.056494845,0.0528018474,0.1626585107,0.0027929853,0.2281292675,0.0298904739,0.020175845,0.2237401949,0.0038518407,0.1548214995
0.0988530938,0.0564889322,0.0528015115,0.1626419943,0.0027927598,0.2281175649,0.0298905195,0.0201759331,0.22372828,0.0038517804,0.154812528
0.0988406532,0.0564830238,0.0528011827,0.162625481,0.0027925343,0.2281058623,0.0298905699,0.0201760233,0.2237163623,0.00385172,0.1548035549
0.0988282161,0.0564771165,0.0528008517,0.1626089707,0.0027923089,0.228094166,0.0298906221,0.0201761157,0.223704448,0.0038516594,0.1547945804
0.0988157855,0.0564712104,0.0528005184,0.1625924635,0.0027920834,0.2280824697,0.029890676,0.0201762071,0.2236925436,0.0038516019,0.1547856044
0.0988033584,0.0564653119,0.0528001828,0.1625759594,0.0027918579,0.2280707702,0.0298907285,0.0201762974,0.2236806395,0.0038515442,0.154776627
0.0987909347,0.0564594145,0.0527998449,0.1625594583,0.0027916325,0.2280590707,0.0298907794,0.0201763867,0.2236687389,0.0038514863,0.154767648
0.0987785176,0.0564535182,0.0527995047,0.1625429604,0.0027914071,0.2280473712,0.029890829,0.0201764751,0.223656845,0.0038514283,0.1547586676
0.0987661039,0.0564476263,0.0527991685,0.1625264655,0.0027911817,0.2280356717,0.0298908802,0.0201765624,0.2236449577,0.0038513702,0.1547496889
0.0987536937,0.0564417356,0.0527988333,0.1625099736,0.0027909563,0.2280239785,0.0298909363,0.0201766487,0.2236330739,0.0038513119,0.1547407087
0.0987412869,0.0564358461,0.0527984957,0.162493488,0.0027907309,0.2280122916,0.0298909941,0.0201767371,0.2236211998,0.0038512535,0.154731727
0.0987288835,0.0564299577,0.052798159,0.1624770055,0.0027905056,0.2280006078,0.0298910537,0.0201768245,0.223609323,0.003851195,0.1547227439
0.0987164835,0.0564240736,0.0527978201,0.162460526,0.0027902802,0.2279889209,0.029891118,0.020176911,0.2235974528,0.0038511363,0.1547137593
0.0987040901,0.0564181908,0.052797482,0.1624440496,0.0027900549,0.2279772372,0.029891181,0.0201769964,0.223585586,0.0038510774,0.1547047764
0.0986917001,0.056412309,0.0527971417,0.1624275762,0.0027898296,0.2279655565,0.0298912456,0.0201770808,0.2235737259,0.0038510184,0.1546957952
0.0986793167,0.0564064285,0.0527968022,0.1624111122,0.0027896043,0.2279538791,0.0298913087,0.0201771641,0.2235618692,0.0038509593,0.1546868189
0.0986669398,0.0564005491,0.0527964605,0.1623946513,0.002789379,0.2279422016,0.0298913736,0.0201772465,0.2235500223,0.0038509,0.1546778442
0.0986545695,0.0563946709,0.0527961196,0.1623781966,0.0027891538,0.2279305241,0.029891437,0.0201773342,0.2235381789,0.0038508406,0.1546688713
0.0986422057,0.0563887939,0.0527957765,0.162361745,0.0027889285,0.2279188466,0.0298914989,0.020177424,0.2235263358,0.003850781,0.1546598969
0.0986298485,0.056382918,0.0527954373,0.1623452964,0.0027887064,0.2279071691,0.0298915626,0.0201775128,0.2235144961,0.0038507213,0.154650921
0.0986174947,0.0563770465,0.0527950991,0.1623288509,0.0027884843,0.2278954979,0.0298916279,0.0201776037,0.2235026599,0.0038506614,0.1546419437
0.0986051474,0.0563711761,0.0527947586,0.1623124084,0.0027882623,0.2278838299,0.0298916918,0.0201776968,0.2234908303,0.0038506015,0.1546329681
0.0985928036,0.0563653069,0.0527944158,0.162295969,0.0027880402,0.2278721587,0.0298917542,0.020177792,0.223479001,0.0038505413,0.1546239942
0.0985804662,0.0563594388,0.0527940771,0.1622795326,0.0027878213,0.2278604938,0.0298918184,0.0201778861,0.223467172,0.003850481,0.1546150283
0.0985681322,0.0563535751,0.0527937392,0.1622631025,0.0027876024,0.227848832,0.029891881,0.0201779824,0.2234553559,0.0038504238,0.1546060641
0.0985558017,0.0563477125,0.0527934053,0.1622466785,0.0027873836,0.2278371672,0.0298919423,0.0201780777,0.2234435464,0.0038503663,0.1545971016
0.0985434776,0.0563418511,0.0527930692,0.1622302576,0.0027871647,0.2278255054,0.0298920021,0.020178172,0.2234317372,0.0038503088,0.1545881407
0.0985311569,0.0563359908,0.0527927339,0.1622138429,0.0027869458,0.2278138437,0.0298920604,0.0201782653,0.2234199314,0.003850251,0.1545791847
0.0985188397,0.0563301317,0.0527923995,0.1621974375,0.002786727,0.2278021819,0.0298921204,0.0201783575,0.223408126,0.0038501932,0.1545702304
0.0985065257,0.0563242738,0.052792066,0.1621810382,0.0027865082,0.2277905234,0.029892179,0.0201784488,0.2233963271,0.0038501352,0.1545612809
0.0984942152,0.0563184201,0.0527917365,0.1621646483,0.0027862893,0.2277788711,0.0298922362,0.020178539,0.2233845348,0.003850077,0.1545523331
0.0984819081,0.0563125676,0.0527914109,0.1621482614,0.0027860705,0.2277672188,0.0298923013,0.0201786283,0.2233727428,0.0038500219,0.1545433901
0.0984696043,0.0563067163,0.0527910831,0.1621318776,0.0027858517,0.2277555665,0.0298923649,0.0201787165,0.2233609574,0.0038499666,0.1545344457
0.0984573101,0.0563008693,0.0527907562,0.1621154999,0.0027856329,0.2277439142,0.0298924271,0.0201788038,0.2233491754,0.0038499111,0.1545254998
0.0984450225,0.0562950234,0.052790427,0.1620991377,0.0027854142,0.2277322651,0.029892491,0.02017889,0.2233373905,0.0038498555,0.1545165526
0.0984327382,0.0562891787,0.0527900955,0.1620827786,0.0027851954,0.227720616,0.0298925566,0.0201789752,0.223325606,0.0038497998,0.1545076038
0.0984204604,0.0562833351,0.0527897618,0.1620664225,0.0027849767,0.22770897,0.0298926207,0.0201790626,0.2233138281,0.0038497439,0.1544986568
0.0984081859,0.0562774927,0.0527894289,0.1620500695,0.0027847579,0.2276973241,0.0298926834,0.020179152,0.2233020505,0.0038496879,0.1544897084
0.0983959148,0.0562716546,0.0527890938,0.1620337194,0.0027845392,0.2276856844,0.029892754,0.0201792405,0.2232902794,0.0038496317,0.1544807585
0.0983836471,0.0562658177,0.0527887596,0.1620173724,0.0027843205,0.2276740416,0.0298928232,0.020179328,0.2232785242,0.0038495754,0.1544718072
0.0983713827,0.0562599818,0.0527884231,0.1620010285,0.0027841049,0.227662402,0.0298928909,0.0201794176,0.2232667724,0.003849519,0.1544628545
0.0983591217,0.0562541503,0.0527880906,0.1619846875,0.0027838893,0.2276507655,0.0298929572,0.0201795062,0.2232550209,0.0038494624,0.1544539004
0.0983468671,0.0562483199,0.0527877621,0.1619683527,0.0027836737,0.2276391321,0.029893022,0.0201795937,0.2232432729,0.0038494056,0.154444948
0.0983346159,0.0562424907,0.0527874313,0.1619520209,0.0027834582,0.2276274988,0.0298930854,0.0201796803,0.2232315251,0.0038493519,0.1544359942
0.0983223681,0.0562366626,0.0527871014,0.1619356922,0.0027832426,0.2276158686,0.0298931474,0.0201797659,0.2232197777,0.0038492979,0.1544270421
0.0983101236,0.0562308357,0.0527867692,0.1619193696,0.0027830271,0.2276042415,0.029893211,0.0201798536,0.2232080306,0.0038492439,0.1544180886
0.0982978824,0.0562250099,0.0527864379,0.16190305,0.0027828115,0.2275926176,0.0298932732,0.0201799434,0.2231962962,0.0038491897,0.1544091368
0.0982856477,0.0562191853,0.0527861043,0.1618867334,0.0027825991,0.2275809968,0.0298933371,0.0201800322,0.223184559,0.0038491353,0.1544001867
0.0982734164,0.0562133618,0.0527857685,0.1618704229,0.0027823867,0.2275693854,0.0298933995,0.02018012,0.2231728408,0.0038490808,0.1543912352
0.0982611884,0.0562075395,0.0527854336,0.1618541155,0.0027821743,0.227557774,0.0298934605,0.0201802069,0.2231611197,0.0038490262,0.1543822824
0.0982489637,0.0562017214,0.0527850965,0.1618378142,0.0027819619,0.2275461626,0.0298935232,0.0201802958,0.223149402,0.0038489714,0.1543733281
0.0982367454,0.0561959076,0.052784757,0.1618215159,0.0027817495,0.2275345481,0.0298935845,0.0201803837,0.2231376816,0.0038489165,0.1543643755
0.0982245305,0.056190098,0.0527844185,0.1618052238,0.0027815372,0.2275229368,0.0298936474,0.0201804707,0.2231259583,0.0038488614,0.1543554247
0.0982123221,0.0561842927,0.0527840808,0.1617889346,0.0027813248,0.2275113348,0.0298937089,0.0201805566,0.2231142323,0.0038488062,0.1543464725
0.0982001169,0.0561784916,0.052783744,0.1617726485,0.0027811124,0.2274997421,0.029893769,0.0201806415,0.2231025066,0.0038487508,0.1543375189
0.0981879151,0.0561726916,0.0527834112,0.1617563654,0.0027809001,0.2274881525,0.0298938276,0.0201807255,0.2230907812,0.0038486953,0.1543285639
0.0981757166,0.0561668928,0.0527830792,0.1617400853,0.0027806877,0.2274765661,0.0298938879,0.0201808085,0.2230790561,0.0038486428,0.1543196075
0.0981635215,0.0561610983,0.052782748,0.1617238082,0.0027804754,0.2274649766,0.0298939468,0.0201808904,0.2230673344,0.0038485901,0.154310656
0.0981513296,0.0561553048,0.0527824177,0.1617075341,0.0027802631,0.2274533871,0.0298940042,0.0201809714,0.2230556193,0.0038485373,0.1543017061
0.0981391411,0.0561495187,0.0527820852,0.161691263,0.0027800508,0.2274417976,0.0298940634,0.0201810576,0.2230439075,0.0038484843,0.1542927549
0.0981269559,0.0561437337,0.0527817505,0.161674995,0.0027798385,0.2274302144,0.0298941273,0.0201811428,0.2230321991,0.0038484311,0.1542838054
0.0981147741,0.0561379499,0.0527814135,0.1616587299,0.0027796262,0.2274186312,0.0298941928,0.020181227,0.2230204942,0.0038483779,0.1542748546
0.0981025955,0.0561321672,0.0527810774,0.1616424679,0.0027794139,0.2274070449,0.0298942569,0.0201813102,0.2230087988,0.0038483245,0.1542659024
0.0980904234,0.0561263856,0.0527807391,0.1616262151,0.0027792016,0.2273954618,0.0298943196,0.0201813924,0.2229971006,0.0038482709,0.1542569488
0.0980782545,0.0561206051,0.0527804016,0.1616099653,0.0027789893,0.2273838756,0.0298943839,0.0201814737,0.222985409,0.0038482172,0.1542479938
0.098066089,0.0561148258,0.052780068,0.1615937215,0.002778777,0.2273722894,0.0298944469,0.0201815539,0.2229737176,0.0038481634,0.1542390375
0.0980539268,0.0561090507,0.0527797354,0.1615774839,0.0027785648,0.2273607064,0.0298945115,0.0201816363,0.2229620235,0.0038481094,0.154230083
0.0980417679,0.0561032798,0.0527794035,0.1615612492,0.0027783525,0.2273491235,0.0298945746,0.0201817207,0.2229503266,0.0038480553,0.1542211271
0.0980296124,0.0560975101,0.0527790695,0.1615450176,0.0027781403,0.2273375467,0.0298946394,0.0201818072,0.22293863,0.003848001,0.1542121698
0.0980174601,0.0560917414,0.0527787332,0.161528792,0.002777928,0.227325973,0.0298947028,0.0201818928,0.2229269369,0.0038479466,0.1542032112
0.0980053111,0.0560859739,0.0527783947,0.1615125695,0.0027777158,0.2273143994,0.0298947679,0.0201819773,0.222915241,0.003847892,0.1541942512
0.0979931655,0.0560802076,0.0527780571,0.1614963499,0.0027775036,0.2273028259,0.0298948315,0.0201820609,0.2229035546,0.0038478373,0.154185293
0.0979810262,0.0560744423,0.0527777204,0.1614801364,0.0027772914,0.2272912524,0.0298948937,0.0201821435,0.2228918686,0.0038477825,0.1541763335
0.0979688902,0.0560686813,0.0527773844,0.1614639259,0.0027770792,0.2272796789,0.0298949545,0.0201822282,0.222880189,0.0038477275,0.1541673726
0.0979567575,0.0560629214,0.0527770494,0.1614477185,0.002776867,0.2272681025,0.029895017,0.0201823119,0.2228685129,0.0038476724,0.1541584134
0.0979446282,0.0560571626,0.0527767152,0.161431514,0.0027766548,0.2272565261,0.029895078,0.0201823977,0.222856837,0.0038476171,0.154149456
0.0979325021,0.056051408,0.0527763788,0.1614153125,0.0027764426,0.2272449497,0.0298951376,0.0201824824,0.2228451676,0.0038475617,0.1541404973
0.0979203854,0.0560456576,0.0527760432,0.161399114,0.0027762305,0.2272333734,0.0298951959,0.0201825693,0.2228334955,0.0038475061,0.1541315372
0.0979082721,0.0560399083,0.0527757054,0.1613829185,0.0027760183,0.2272217972,0.0298952527,0.0201826552,0.2228218206,0.0038474504,0.1541225758
0.097896162,0.0560341601,0.0527753685,0.1613667322,0.0027758062,0.227210218,0.029895308,0.0201827401,0.2228101553,0.0038473946,0.1541136131
0.0978840552,0.0560284161,0.0527750294,0.1613505488,0.002775594,0.2271986388,0.0298953651,0.0201828241,0.2227984964,0.0038473417,0.1541046552
0.0978719578,0.0560226794,0.0527746911,0.1613343684,0.0027753819,0.2271870628,0.0298954207,0.020182907,0.2227868378,0.0038472886,0.1540956991
0.0978598668,0.0560169499,0.0527743507,0.161318191,0.0027751698,0.227175493,0.0298954749,0.020182989,0.2227751796,0.0038472355,0.1540867416
0.0978477821,0.0560112215,0.052774008,0.1613020166,0.0027749577,0.2271639293,0.0298955308,0.02018307,0.2227635278,0.0038471852,0.1540777828
0.0978357007,0.0560054942,0.0527736631,0.1612858452,0.0027747456,0.2271523688,0.0298955853,0.02018315,0.2227518794,0.0038471347,0.1540688258
0.0978236225,0.0559997711,0.0527733161,0.1612696799,0.0027745335,0.2271408053,0.0298956414,0.020183229,0.2227402313,0.0038470842,0.1540598705
0.0978115477,0.0559940491,0.0527729698,0.1612535206,0.0027743214,0.2271292449,0.0298956992,0.0201833132,0.2227285836,0.0038470335,0.1540509169
0.0977994761,0.0559883282,0.0527726214,0.1612373704,0.0027741093,0.2271176846,0.0298957647,0.0201833964,0.2227169392,0.0038469826,0.1540419651
0.0977874138,0.0559826084,0.0527722708,0.1612212262,0.0027738973,0.2271061244,0.0298958288,0.0201834786,0.2227052921,0.0038469316,0.154033015
0.0977753549,0.0559768958,0.0527719181,0.161205085,0.0027736852,0.2270945642,0.0298958915,0.0201835599,0.2226936423,0.0038468805,0.1540240667
0.0977632992,0.0559711844,0.0527715631,0.1611889468,0.0027734732,0.2270830041,0.0298959528,0.0201836432,0.2226819928,0.0038468292,0.1540151202
0.0977512528,0.055965474,0.0527712059,0.1611728115,0.0027732611,0.2270714441,0.0298960127,0.0201837255,0.2226703406,0.0038467778,0.1540061723
0.0977392128,0.0559597647,0.0527708527,0.1611566793,0.0027730491,0.2270598842,0.0298960711,0.0201838069,0.2226586888,0.0038467262,0.1539972262
0.097727176,0.0559540565,0.0527704972,0.16114055,0.0027728371,0.2270483213,0.0298961313,0.0201838903,0.2226470403,0.0038466745,0.1539882818
0.0977151425,0.0559483495,0.0527701427,0.1611244237,0.0027726281,0.2270367555,0.02989619,0.0201839728,0.2226353922,0.0038466226,0.1539793422
0.0977031122,0.0559426496,0.052769789,0.1611083004,0.0027724191,0.2270251898,0.0298962473,0.0201840543,0.2226237445,0.0038465706,0.1539704074
0.0976910852,0.0559369539,0.0527694361,0.1610921801,0.0027722102,0.2270136302,0.0298963032,0.0201841378,0.2226120971,0.0038465185,0.1539614743
0.0976790644,0.0559312593,0.0527690841,0.1610760627,0.0027720012,0.2270020707,0.0298963577,0.0201842204,0.222600453,0.0038464692,0.153952543
0.097667047,0.0559255657,0.05276873,0.1610599484,0.0027717953,0.2269905114,0.0298964109,0.020184302,0.2225888124,0.0038464199,0.1539436134
0.0976550327,0.0559198733,0.0527683736,0.16104384,0.0027715894,0.2269789521,0.0298964626,0.0201843826,0.2225771751,0.0038463703,0.1539346825
0.0976430217,0.055914185,0.0527680181,0.1610277346,0.0027713836,0.2269673929,0.0298965159,0.0201844623,0.2225655383,0.0038463206,0.1539257504
0.097631017,0.0559084978,0.0527676665,0.1610116323,0.0027711777,0.2269558338,0.0298965679,0.020184541,0.2225539047,0.0038462708,0.15391682
0.0976190185,0.0559028116,0.0527673128,0.1609955328,0.0027709718,0.2269442748,0.0298966185,0.0201846218,0.2225422746,0.0038462209,0.1539078882
0.0976070233,0.0558971297,0.0527669568,0.1609794364,0.0027707659,0.226932716,0.0298966707,0.0201847015,0.2225306418,0.0038461708,0.1538989552
0.0975950313,0.0558914488,0.0527665987,0.1609633429,0.0027705601,0.2269211542,0.0298967215,0.0201847804,0.2225190093,0.0038461205,0.153890024
0.0975830426,0.055885769,0.0527662384,0.1609472524,0.0027703542,0.2269095925,0.029896771,0.0201848582,0.2225073833,0.0038460701,0.1538810914
0.097571057,0.0558800963,0.052765876,0.1609311649,0.0027701484,0.2268980309,0.029896819,0.0201849351,0.2224957546,0.0038460196,0.1538721576
0.0975590778,0.0558744247,0.0527655114,0.1609150804,0.0027699425,0.2268864664,0.0298968687,0.020185011,0.2224841262,0.0038459689,0.1538632225
0.0975471017,0.0558687543,0.0527651446,0.1608990018,0.0027697367,0.2268749051,0.02989692,0.020185086,0.2224724982,0.0038459181,0.1538542862
0.0975351289,0.0558630849,0.0527647757,0.1608829323,0.0027695308,0.2268633408,0.0298969699,0.02018516,0.2224608706,0.0038458672,0.1538453485
0.0975231593,0.0558574166,0.0527644076,0.1608668658,0.002769325,0.2268517767,0.0298970185,0.020185233,0.2224492463,0.0038458161,0.1538364157
0.097511193,0.0558517524,0.0527640374,0.1608508022,0.0027691192,0.2268402127,0.0298970656,0.0201853081,0.2224376285,0.0038457648,0.1538274846
0.0974992298,0.0558460923,0.052763668,0.1608347446,0.0027689134,0.2268286549,0.0298971114,0.0201853852,0.222426008,0.0038457134,0.1538185552
0.0974872699,0.0558404363,0.0527632965,0.16081869,0.0027687075,0.2268170972,0.0298971558,0.0201854614,0.2224143848,0.0038456619,0.1538096246
0.0974753162,0.0558347814,0.0527629229,0.1608026383,0.0027685017,0.2268055396,0.0298971988,0.0201855367,0.222402762,0.0038456102,0.1538006927
0.0974633658,0.0558291306,0.0527625471,0.1607865896,0.0027682959,0.2267939821,0.0298972404,0.0201856109,0.2223911456,0.0038455584,0.1537917596
0.0974514245,0.0558234809,0.0527621691,0.1607705439,0.0027680901,0.2267824248,0.0298972807,0.0201856842,0.2223795266,0.0038455065,0.1537828252
