cvalue(),jaccard(),loglikelihood(),mutual_expectation(),specific_frequency_biased_mutual_dependency(),tscore(),unigram_subtuples(),w_order(),w_tf_order(),specific_exponential_correlation(e=3.8),w_specific_exponential_correlation(e=1.15)
0.2363676578,0.1299720681,0.0519735201,0.2699730105,0.0054367467,0.3124500496,0.0312691169,0.019901258,0.3066875296,0.0065073596,0.1598044776
0.2362783464,0.129907522,0.0519750035,0.2699014161,0.0054343138,0.3124017146,0.0312704981,0.0199023579,0.30663802,0.0065047284,0.1598439165
0.2361891062,0.1298430159,0.0519764015,0.2698299804,0.0054318816,0.3123535916,0.031271826,0.0199034232,0.3065885304,0.006502097,0.1598833732
0.2361000395,0.1297785501,0.0519779191,0.2697583957,0.0054294501,0.3123059867,0.0312732033,0.0199045563,0.3065391633,0.0064994653,0.1599229496
0.2360109415,0.1297141246,0.0519793516,0.2696868676,0.0054270193,0.3122584884,0.0312745276,0.0199057569,0.3064899182,0.0064968335,0.1599623385
0.235921915,0.1296497396,0.0519808011,0.2696151925,0.0054245892,0.3122110965,0.0312757992,0.0199069225,0.3064406929,0.0064942014,0.1600015408
0.2358328583,0.1295853953,0.0519822677,0.2695435749,0.0054221598,0.3121640137,0.0312770184,0.0199082568,0.3063912844,0.0064915693,0.1600404557
0.2357441777,0.1295210919,0.0519836498,0.2694719135,0.0054197311,0.3121172385,0.0312782869,0.0199095558,0.3063416939,0.006488937,0.1600789835
0.235655568,0.1294568293,0.051984948,0.269400108,0.0054173032,0.3120705671,0.0312795034,0.0199108198,0.3062920242,0.0064863045,0.1601173285
0.2355669285,0.1293926078,0.0519862636,0.2693282606,0.0054148761,0.3120239991,0.0312806679,0.01991215,0.3062426793,0.006483672,0.1601554916
0.2354783604,0.1293284276,0.0519875965,0.2692566737,0.0054124497,0.311977534,0.0312817811,0.0199135458,0.3061931546,0.0064810393,0.1601936749
0.235389864,0.129264389,0.0519888462,0.269185045,0.0054100241,0.3119312721,0.031282843,0.0199150068,0.3061436522,0.0064784066,0.1602317776
0.2353016396,0.1292003916,0.0519900133,0.2691132753,0.0054075993,0.3118850119,0.031283854,0.0199164326,0.306093972,0.0064757738,0.1602697001
0.2352134861,0.1291364354,0.0519911981,0.2690415654,0.0054051753,0.3118385542,0.0312849143,0.0199178233,0.3060442152,0.006473141,0.1603073431
0.2351254039,0.1290725206,0.0519923008,0.2689699155,0.005402752,0.3117919999,0.031285924,0.0199192787,0.3059945819,0.0064705082,0.1603449075
0.2350372934,0.1290086473,0.0519935208,0.2688982262,0.0054003296,0.3117453499,0.0312868834,0.0199206992,0.3059450716,0.0064678753,0.160382493
0.2349493538,0.1289449147,0.0519947581,0.2688267957,0.0053979081,0.3116988034,0.0312877927,0.0199221839,0.3058953864,0.0064652425,0.1604198017
0.2348613868,0.1288812236,0.0519960127,0.268755425,0.0053954873,0.3116523601,0.0312887512,0.0199237326,0.3058454289,0.0064626097,0.1604567361
0.2347733929,0.128817574,0.0519972844,0.2686840154,0.0053930674,0.3116064142,0.0312897585,0.0199252462,0.3057955955,0.0064599769,0.1604934958
0.2346853729,0.128753966,0.0519984747,0.268612863,0.0053906484,0.3115606677,0.031290716,0.0199267248,0.3057454922,0.0064573442,0.1605303767
0.2345974256,0.1286903998,0.0519997805,0.2685421629,0.0053882302,0.3115149233,0.0312916239,0.0199281687,0.3056953172,0.0064547115,0.1605672798
0.2345095512,0.1286268754,0.0520011031,0.2684714231,0.0053858128,0.3114693772,0.0312925805,0.0199295781,0.305645463,0.0064520789,0.1606041067
0.2344218473,0.1285633931,0.0520024423,0.2684008396,0.0053833964,0.3114239308,0.0312934877,0.0199309532,0.3055955373,0.0064494464,0.1606410531
0.2343343136,0.1285000504,0.0520037982,0.2683302171,0.0053809808,0.311378681,0.0312943459,0.0199322941,0.3055454431,0.006446814,0.1606779232
0.2342468522,0.1284368468,0.0520050733,0.268259945,0.0053785662,0.3113335299,0.0312952526,0.0199336011,0.3054953764,0.0064441818,0.1607146199
0.2341595602,0.1283737819,0.0520062681,0.2681895366,0.0053761524,0.3112883801,0.0312961105,0.0199348744,0.3054452402,0.0064415497,0.1607513381
0.2340723403,0.1283107583,0.0520073831,0.2681191868,0.0053737396,0.3112430382,0.0312969199,0.0199361141,0.3053949384,0.0064389177,0.1607878839
0.2339850961,0.1282477763,0.0520084188,0.2680487991,0.0053713277,0.3111977953,0.0312977775,0.0199376101,0.3053446655,0.0064362859,0.160824065
0.2338979245,0.128184836,0.0520094719,0.2679784703,0.0053689167,0.3111524585,0.0312986832,0.0199391683,0.3052944215,0.0064336543,0.1608600761
0.2338109217,0.1281219374,0.0520107345,0.2679082966,0.0053665066,0.3111071247,0.0312995404,0.0199407881,0.3052441105,0.0064310229,0.16089611
0.2337240871,0.1280590807,0.0520120137,0.2678382776,0.0053640975,0.3110616023,0.0313003497,0.0199423735,0.3051940207,0.0064283917,0.1609320707
0.2336374203,0.127996266,0.0520133092,0.2677683169,0.0053616894,0.3110157972,0.0313011111,0.0199440202,0.3051438642,0.0064257608,0.1609676714
0.2335511115,0.1279334933,0.0520145257,0.2676984148,0.0053592822,0.3109699022,0.0313020157,0.0199456325,0.3050936418,0.0064231301,0.1610031049
0.2334649687,0.1278707629,0.0520159491,0.2676286664,0.005356876,0.3109239179,0.0313029677,0.0199473056,0.305043354,0.0064204996,0.1610385624
0.2333788016,0.1278081697,0.0520174832,0.2675588813,0.0053544707,0.3108779402,0.0313039665,0.0199489444,0.3049934763,0.0064178694,0.1610738536
0.2332927056,0.1277456186,0.0520189379,0.2674890602,0.0053520665,0.3108321587,0.031305012,0.0199506437,0.3049433435,0.0064152395,0.161109074
0.2332066806,0.1276831096,0.0520203137,0.267419487,0.0053496632,0.3107865724,0.0313060095,0.0199523087,0.3048930519,0.0064126098,0.1611442238
0.2331207268,0.1276206429,0.0520217053,0.2673499723,0.005347261,0.310740992,0.0313069591,0.0199540337,0.3048429798,0.0064099805,0.1611793032
0.2330347502,0.1275582186,0.0520230186,0.267280516,0.0053448597,0.3106955116,0.0313079552,0.0199557245,0.30479275,0.0064073515,0.1612141245
0.2329488452,0.1274958368,0.052024254,0.2672111182,0.0053424595,0.3106502249,0.0313089037,0.019957475,0.3047424575,0.0064047228,0.1612487827
0.2328629183,0.1274335912,0.0520254119,0.2671420597,0.0053400603,0.3106049436,0.0313098049,0.0199591913,0.3046922902,0.0064020945,0.1612831851
0.2327772502,0.1273713879,0.0520264929,0.2670733389,0.0053376622,0.3105596681,0.0313106591,0.0199608735,0.3046420609,0.0063994665,0.1613175196
0.2326915605,0.127309227,0.0520275905,0.2670047679,0.005335265,0.3105142123,0.0313114664,0.0199625219,0.3045919565,0.0063968389,0.1613516002
0.2326060354,0.1272471087,0.0520286118,0.2669362532,0.0053328689,0.3104688562,0.0313122273,0.0199641366,0.3045419766,0.0063942117,0.1613855212
0.232520582,0.127185033,0.052029557,0.2668679804,0.0053304739,0.3104236922,0.0313130346,0.0199657178,0.3044921207,0.0063915849,0.1614191905
0.2324352926,0.127123,0.0520304268,0.2667999483,0.00532808,0.310378442,0.0313137957,0.0199672658,0.3044422033,0.0063889585,0.1614526095
0.2323500747,0.1270610098,0.0520314982,0.2667319714,0.0053256871,0.3103331986,0.031314603,0.0199688729,0.3043924097,0.0063863325,0.1614858717
0.2322649281,0.1269990626,0.0520324941,0.2666641419,0.0053232952,0.3102880543,0.0313153642,0.0199704468,0.3043427394,0.0063837069,0.1615190699
0.2321799448,0.1269371584,0.0520334147,0.2665964591,0.0053209045,0.3102429169,0.0313160796,0.0199719877,0.3042930083,0.0063810818,0.1615522044
0.232094941,0.1268752972,0.0520343523,0.2665287394,0.0053185148,0.3101980615,0.0313168411,0.0199734957,0.3042433086,0.0063784571,0.1615852752
0.2320100088,0.1268134792,0.0520352152,0.2664610748,0.0053161263,0.3101534867,0.0313175569,0.019974971,0.3041937319,0.0063758329,0.1616182826
0.2319251482,0.1267517045,0.0520360039,0.2663938301,0.0053137388,0.3101089174,0.0313182274,0.0199764138,0.3041440952,0.0063732092,0.1616514092
0.2318403592,0.1266899732,0.0520369008,0.2663265484,0.0053113525,0.310064354,0.0313188529,0.0199778243,0.3040944902,0.006370586,0.1616847451
0.2317557327,0.1266282852,0.0520377237,0.2662594116,0.0053089673,0.3100197058,0.031319615,0.0199792027,0.3040450078,0.0063679633,0.1617179257
0.2316711776,0.1265666408,0.0520385636,0.2661923289,0.0053065832,0.3099749736,0.0313204225,0.0199805491,0.3039954664,0.006365341,0.1617509519
0.231586694,0.12650504,0.05203933,0.2661254808,0.0053042002,0.3099301581,0.0313211847,0.0199818637,0.3039458666,0.0063627194,0.161783734
0.2315022818,0.1264434828,0.0520402037,0.2660588666,0.0053018183,0.30988526,0.0313219019,0.0199831467,0.3038962089,0.0063600982,0.1618164535
0.2314178513,0.1263819694,0.052041184,0.2659923052,0.0052994376,0.3098402801,0.0313225743,0.0199843984,0.3038467639,0.0063574776,0.1618490206
0.2313334029,0.1263205896,0.0520420908,0.265925707,0.0052970581,0.3097951294,0.031323292,0.0199856187,0.3037974408,0.0063549473,0.1618814361
0.2312490268,0.1262592534,0.0520429247,0.2658589831,0.0052946797,0.309749809,0.0313239652,0.0199868975,0.3037481497,0.0063524172,0.1619137902
0.2311646336,0.1261979608,0.0520436859,0.2657922239,0.0052923024,0.3097043203,0.0313246833,0.0199881451,0.3036988012,0.0063498874,0.161946083
0.231080224,0.1261368011,0.052044464,0.265725519,0.0052899263,0.3096587535,0.0313253571,0.0199893617,0.3036494852,0.0063473579,0.161978493
0.2309959762,0.1260756848,0.05204517,0.2656588685,0.0052875514,0.3096131982,0.0313259868,0.0199905473,0.3036001128,0.0063448286,0.1620108415
0.2309117124,0.1260146122,0.0520458044,0.2655921837,0.0052851777,0.3095676545,0.0313265726,0.019991791,0.303550862,0.0063422997,0.1620430401
0.2308276101,0.1259537602,0.0520463675,0.2655257306,0.0052828052,0.3095222113,0.0313271149,0.0199930039,0.3035015554,0.0063397711,0.1620750893
0.2307435805,0.1258930396,0.0520470363,0.26545942,0.0052804338,0.309476868,0.031327702,0.0199941861,0.3034521052,0.0063372428,0.1621069899
0.2306596237,0.125832362,0.052047634,0.2653933394,0.0052780636,0.3094316244,0.0313283339,0.0199954259,0.3034029529,0.0063347149,0.1621390067
0.2305757396,0.1257717272,0.052048161,0.2653273122,0.0052756947,0.309386568,0.0313290101,0.0199967229,0.3033535699,0.0063321873,0.1621707876
0.2304919284,0.1257111355,0.0520487932,0.2652615138,0.0052733269,0.3093417857,0.0313296428,0.0199979892,0.3033042208,0.00632966,0.1622028597
0.2304081026,0.125650587,0.0520494423,0.2651958557,0.0052709604,0.3092971887,0.0313302323,0.0199992249,0.3032548181,0.0063271332,0.1622346087
0.2303243499,0.1255901689,0.0520500211,0.2651303374,0.005268595,0.3092525142,0.0313307786,0.0200005174,0.3032056241,0.0063246067,0.1622661238
0.2302408445,0.1255298808,0.0520507041,0.2650650456,0.0052662309,0.3092079372,0.0313312822,0.0200018665,0.303156551,0.0063220806,0.1622975802
0.2301573248,0.1254696354,0.0520513169,0.2649998924,0.005263868,0.3091632835,0.0313317433,0.0200031849,0.3031073377,0.0063195549,0.1623289781
0.2300738781,0.1254094329,0.0520519466,0.2649349641,0.0052615064,0.3091185539,0.0313322487,0.0200044727,0.3030585052,0.0063170297,0.1623603177
0.2299904178,0.1253492732,0.0520525931,0.2648700003,0.005259146,0.3090735759,0.0313327982,0.0200057303,0.3030099652,0.0063145049,0.1623916855
0.2299069445,0.1252891564,0.0520532563,0.2648050878,0.0052567868,0.3090286103,0.0313334779,0.0200070439,0.3029615438,0.0063119805,0.1624228225
0.2298235447,0.1252290826,0.0520539362,0.2647403127,0.0052544289,0.3089836569,0.0313342009,0.0200083272,0.302912896,0.0063094565,0.1624537298
0.2297402185,0.1251691378,0.0520545466,0.2646756746,0.0052520722,0.3089386303,0.0313350528,0.0200096663,0.302864453,0.006306933,0.1624846661
0.2296568802,0.1251092359,0.0520550881,0.2646110017,0.0052497168,0.308893788,0.0313359473,0.0200109751,0.3028160423,0.00630441,0.1625153742
0.2295735303,0.1250493768,0.0520558175,0.26454638,0.0052473627,0.3088489583,0.0313367985,0.0200122537,0.3027678352,0.0063018875,0.1625459405
0.2294902545,0.1249895607,0.0520564778,0.2644819801,0.0052450098,0.3088041414,0.0313376067,0.0200135878,0.3027198307,0.0062993654,0.1625762805
0.2294069678,0.1249297876,0.0520571545,0.2644176309,0.0052426582,0.3087593373,0.0313384573,0.0200148918,0.3026719427,0.0062968439,0.1626065656
0.2293236707,0.1248700576,0.0520577626,0.2643532476,0.0052403079,0.3087145463,0.0313393501,0.0200161658,0.3026242558,0.0062943229,0.1626367108
0.2292403636,0.1248103708,0.0520583025,0.264289,0.0052379588,0.3086696837,0.0313402847,0.0200174102,0.302576515,0.0062918023,0.1626669712
0.2291570471,0.1247507272,0.0520588591,0.2642248878,0.0052356111,0.3086249194,0.0313411764,0.0200186249,0.3025286361,0.0062892823,0.1626970076
0.2290737215,0.1246912112,0.0520593479,0.2641609949,0.0052332646,0.3085802528,0.0313420255,0.0200198102,0.3024807045,0.0062867629,0.16272699
0.2289903874,0.1246318225,0.0520597694,0.264097152,0.0052309195,0.3085354314,0.0313429163,0.0200210504,0.3024328051,0.006284244,0.162756666
0.2289071292,0.1245725605,0.0520602078,0.2640333592,0.0052285756,0.30849054,0.0313438485,0.0200222612,0.3023848538,0.0062817257,0.162786289
0.2288238631,0.1245133411,0.0520605794,0.2639696165,0.005226233,0.3084455794,0.0313447383,0.0200234428,0.3023368512,0.0062792079,0.162815943
0.2287405896,0.1244541644,0.0520608844,0.2639057568,0.0052238918,0.3084007173,0.0313455858,0.0200245953,0.3022887142,0.0062766907,0.1628457113
0.2286573091,0.1243950304,0.0520612067,0.2638421146,0.0052215519,0.3083559534,0.0313463912,0.0200257189,0.3022405272,0.0062741741,0.1628754262
0.2285740222,0.1243359392,0.0520616293,0.2637785228,0.0052192132,0.3083112874,0.0313471548,0.020026897,0.3021924572,0.0062716581,0.1629049216
0.2284907291,0.1242770569,0.0520620688,0.2637150642,0.0052168759,0.3082666359,0.0313479598,0.0200280461,0.3021445037,0.0062691427,0.1629342814
0.2284074304,0.1242182169,0.0520626906,0.2636517385,0.00521454,0.3082218334,0.0313487232,0.0200291666,0.3020969151,0.0062666279,0.1629635891
0.2283241266,0.1241595019,0.0520632458,0.2635885453,0.0052122054,0.3081771289,0.0313494451,0.0200303411,0.302049276,0.0062641137,0.1629929276
0.2282409006,0.1241008292,0.0520637347,0.2635255666,0.0052098721,0.3081325221,0.0313502083,0.0200314869,0.302001587,0.0062616002,0.1630221316
0.2281576699,0.1240421986,0.0520644046,0.2634628016,0.0052075401,0.3080879305,0.0313510126,0.0200326865,0.3019540132,0.0062590873,0.1630511194
0.2280744352,0.1239836103,0.0520650082,0.2634003314,0.0052052916,0.3080434361,0.0313517756,0.0200338574,0.3019067185,0.0062565751,0.163079892
0.2279911967,0.1239250644,0.0520657096,0.263337991,0.0052030442,0.3079989568,0.0313524976,0.0200349998,0.3018597015,0.0062540635,0.1631085323
0.227907955,0.1238665608,0.0520664266,0.2632758616,0.0052007979,0.3079545745,0.0313533422,0.0200361138,0.3018125522,0.0062515526,0.1631370411
0.2278247104,0.1238080997,0.0520672407,0.2632141055,0.0051985526,0.3079101257,0.0313543088,0.0200371997,0.3017652715,0.0062490424,0.1631653374
0.2277414634,0.1237497624,0.0520679885,0.263152314,0.0051963084,0.3078656924,0.0313552339,0.0200382574,0.3017178603,0.0062465328,0.1631935034
0.2276582144,0.1236915487,0.0520686704,0.2630905689,0.0051940654,0.3078211123,0.0313561177,0.0200392873,0.3016704009,0.0062440239,0.1632216211
0.2275749639,0.123633539,0.0520692868,0.2630290321,0.0051918234,0.3077764674,0.0313569605,0.0200402894,0.3016231369,0.0062415158,0.1632496906
0.2274917121,0.123575571,0.0520699188,0.2629677838,0.0051895826,0.3077318392,0.0313578434,0.0200412638,0.3015759865,0.0062390083,0.1632776311
0.2274084596,0.1235176445,0.0520704858,0.2629065806,0.0051873428,0.307687147,0.031358766,0.0200422108,0.3015288687,0.0062365016,0.1633053625
0.2273252068,0.1234597597,0.052071149,0.2628454225,0.0051851042,0.3076423916,0.0313596478,0.0200431305,0.3014818639,0.0062339956,0.1633329664
0.2272419539,0.1234019167,0.0520718276,0.26278439,0.0051828666,0.3075975734,0.0313606495,0.020044023,0.3014348113,0.0062314904,0.1633606843
0.2271587016,0.1233441955,0.0520725215,0.2627234826,0.0051806303,0.3075525327,0.0313616904,0.0200448885,0.3013879517,0.0062289858,0.1633884353
0.22707545,0.1232865159,0.0520732306,0.26266246,0.005178395,0.3075074309,0.0313628502,0.0200458071,0.3013412042,0.0062264821,0.1634159792
0.2269921997,0.1232289578,0.0520739549,0.2626015626,0.0051761609,0.3074622686,0.0313640485,0.0200466986,0.3012945686,0.0062239791,0.1634435563
0.2269089511,0.123171441,0.0520746942,0.2625406306,0.0051739279,0.3074171258,0.0313652054,0.0200475633,0.3012482834,0.0062214768,0.1634708478
0.2268257044,0.1231139656,0.052075528,0.2624796646,0.005171696,0.3073720028,0.0313663211,0.0200484013,0.3012021878,0.0062189754,0.1634979346
0.2267424602,0.1230566903,0.0520762971,0.2624187443,0.0051694653,0.3073268203,0.0313673958,0.0200492126,0.3011561226,0.0062164747,0.1635248177
0.2266592187,0.122999456,0.0520771602,0.2623579489,0.0051672357,0.307281658,0.031368509,0.0200500767,0.3011101669,0.0062139748,0.1635515773
0.2265759804,0.1229422628,0.0520780376,0.2622974359,0.0051650073,0.3072365949,0.0313695813,0.0200509142,0.3010643992,0.0062114757,0.1635782137
0.2264927457,0.1228851107,0.0520788507,0.2622371252,0.0051627801,0.3071914732,0.0313706131,0.0200517253,0.3010185037,0.0062089774,0.1636048064
0.2264095148,0.1228280783,0.0520796784,0.2621767803,0.005160554,0.3071465292,0.0313716832,0.0200525101,0.3009728744,0.0062064799,0.163631434
0.2263262882,0.1227711653,0.0520805205,0.2621167152,0.0051583291,0.3071014485,0.0313727129,0.0200532687,0.3009272746,0.0062039832,0.1636580963
0.2262430663,0.1227144496,0.052081377,0.2620567724,0.0051561053,0.3070563102,0.0313737024,0.0200540014,0.3008820174,0.0062014874,0.1636847146
0.2261598494,0.1226577741,0.0520821697,0.2619969513,0.0051538828,0.3070114272,0.0313746519,0.0200547081,0.3008366328,0.0061990705,0.1637111329
0.2260766379,0.122601139,0.052082899,0.2619372516,0.0051516614,0.3069664087,0.0313755617,0.0200553892,0.3007914332,0.0061966541,0.1637375859
0.2259934321,0.1225445442,0.0520835652,0.2618777508,0.0051494412,0.3069212558,0.031376432,0.0200560447,0.3007462624,0.0061942384,0.1637641511
0.2259102324,0.1224879899,0.0520841686,0.2618182927,0.0051472222,0.3068759693,0.0313772629,0.0200566747,0.3007012756,0.0061918233,0.1637906725
0.2258270392,0.122431476,0.052084787,0.2617588776,0.0051450043,0.3068307824,0.0313780547,0.0200573568,0.3006565495,0.0061894088,0.1638170729
0.2257438527,0.1223750026,0.0520853431,0.2616996599,0.0051427877,0.3067855403,0.0313788076,0.0200580134,0.3006120055,0.0061869949,0.1638432755
0.2256606734,0.1223185698,0.0520858371,0.2616404846,0.0051405723,0.3067401664,0.0313795989,0.0200586448,0.300567643,0.0061846587,0.1638692813
0.2255775016,0.1222621775,0.0520862695,0.2615812749,0.0051383581,0.3066947385,0.0313804283,0.0200592509,0.3005233072,0.0061823998,0.1638953989
0.2254943376,0.1222058259,0.0520867172,0.2615220313,0.005136145,0.3066493339,0.0313812957,0.020059832,0.3004789984,0.006180141,0.1639213973
0.2254111818,0.122149515,0.0520872569,0.2614627543,0.0051339332,0.3066039528,0.0313821243,0.0200603883,0.3004347165,0.0061778824,0.1639473536
0.2253280345,0.1220932448,0.0520878115,0.2614035205,0.0051317226,0.3065585186,0.0313829142,0.0200609961,0.300390538,0.006175624,0.1639731915
0.225244896,0.1220370154,0.052088381,0.2613443303,0.0051295133,0.3065129557,0.0313836657,0.0200615791,0.3003464626,0.0061733658,0.1639989115
0.2251617668,0.1219809028,0.0520888893,0.2612852595,0.0051273051,0.306467265,0.031384379,0.0200621373,0.3003024138,0.0061711077,0.1640246663
0.225078647,0.1219248309,0.0520893366,0.2612262321,0.0051250982,0.3064214473,0.0313850542,0.0200626708,0.3002585436,0.0061688499,0.1640503797
0.2249955371,0.1218687996,0.052089799,0.2611672479,0.0051228925,0.3063755794,0.0313856916,0.0200631799,0.3002147754,0.0061665922,0.1640759759
0.2249124373,0.1218128845,0.0520904277,0.261108307,0.005120688,0.3063298128,0.031386367,0.0200636645,0.3001711089,0.0061643348,0.1641014557
0.224829348,0.1217570099,0.0520910709,0.261049485,0.0051184847,0.3062840719,0.0313870047,0.0200641249,0.3001273174,0.0061620776,0.1641268193
0.2247462695,0.1217011759,0.0520916532,0.2609905556,0.0051162827,0.3062383566,0.0313877555,0.0200645612,0.3000835524,0.0061598206,0.1641522932
0.2246632022,0.1216453823,0.052092175,0.260931745,0.005114082,0.306192592,0.0313885437,0.0200649735,0.3000398138,0.0061575639,0.1641775762
0.2245801463,0.1215896294,0.0520927115,0.2608730528,0.0051118825,0.3061467035,0.0313892941,0.0200654369,0.2999959518,0.0061553074,0.1642026691
0.2244971021,0.121533917,0.0520932627,0.2608144787,0.0051096842,0.3061009165,0.0313900069,0.0200659511,0.2999522665,0.0061530511,0.1642276477
0.22441407,0.12147832,0.0520938284,0.2607559476,0.0051074872,0.3060553052,0.0313906822,0.0200665159,0.299908384,0.0061507952,0.1642524379
0.2243310502,0.1214229124,0.0520943341,0.2606976087,0.0051052915,0.3060098689,0.0313913948,0.0200670564,0.2998644543,0.0061485395,0.1642771149
0.2242480431,0.1213676934,0.0520948545,0.2606391637,0.005103097,0.3059645326,0.0313921446,0.0200675729,0.2998206268,0.0061462841,0.164301828
0.224165049,0.1213125141,0.0520953152,0.2605807619,0.0051009037,0.3059192217,0.031392857,0.0200680654,0.2997768267,0.006144029,0.1643265768
0.2240820682,0.1212573743,0.0520957167,0.2605224773,0.0050987118,0.3058740104,0.0313936063,0.020068608,0.2997330542,0.0061417742,0.1643513611
0.2239991009,0.1212022742,0.0520960591,0.2604642358,0.0050965211,0.3058288245,0.0313944662,0.0200691268,0.2996892355,0.0061395197,0.1643761066
0.2239161475,0.1211472138,0.0520963429,0.2604059635,0.0050943316,0.305783664,0.0313952887,0.0200696217,0.2996454447,0.0061372655,0.1644007399
0.2238332082,0.1210921931,0.0520965683,0.2603478081,0.0050921435,0.3057387496,0.031396074,0.0200700929,0.2996019025,0.0061350852,0.1644252612
0.2237502834,0.1210372122,0.0520967356,0.2602896224,0.0050899566,0.3056940804,0.0313968222,0.0200706139,0.2995583876,0.006132905,0.1644498181
0.2236673734,0.120982271,0.0520968452,0.2602316265,0.005087771,0.3056495086,0.0313975336,0.0200711112,0.2995149001,0.0061307249,0.1644743368
0.2235844783,0.1209273697,0.0520968973,0.2601735274,0.0050855867,0.3056051071,0.0313982083,0.020071585,0.2994714399,0.006128545,0.1644990368
0.2235015986,0.1208725811,0.0520968922,0.2601157634,0.0050834036,0.3055608022,0.0313988465,0.0200720353,0.299428372,0.0061263651,0.1645236252
0.2234187345,0.120817905,0.0520968303,0.2600582604,0.0050812219,0.3055165209,0.0313994485,0.0200724623,0.2993852576,0.0061241854,0.1645481026
0.2233358862,0.120763341,0.0520969297,0.2600007265,0.0050790414,0.3054721905,0.0314000143,0.0200729388,0.2993421698,0.0061220059,0.1645723967
0.2232530541,0.1207088887,0.0520969721,0.2599433073,0.0050768623,0.3054279565,0.0314005443,0.0200733919,0.2992990362,0.0061198265,0.1645967258
0.2231702384,0.1206544755,0.0520970303,0.2598860024,0.0050746844,0.3053836739,0.0314010385,0.0200738218,0.2992561466,0.0061176473,0.1646208728
0.2230874395,0.1206001014,0.052097104,0.259828667,0.0050725078,0.3053394876,0.0314014972,0.0200742286,0.2992132111,0.0061154683,0.1646449827
0.2230046574,0.1205457665,0.0520971212,0.2597715176,0.0050703326,0.3052953971,0.0314019205,0.0200746125,0.2991701581,0.0061132894,0.1646690556
0.2229218927,0.1204914707,0.0520972259,0.2597146255,0.0050681586,0.3052514022,0.0314023087,0.0200749735,0.299127276,0.0061111107,0.1646930199
0.2228391454,0.1204372141,0.0520972743,0.2596579178,0.0050659859,0.3052074309,0.0314026618,0.0200753119,0.2990844206,0.0061089323,0.1647169476
0.2227564159,0.1203829967,0.0520974097,0.2596011075,0.0050638146,0.3051634117,0.0314029801,0.0200756276,0.2990415203,0.006106754,0.1647407673
0.2226737044,0.1203288186,0.0520975604,0.2595443381,0.0050616446,0.3051193449,0.0314034067,0.0200759208,0.2989985756,0.0061045759,0.1647644794
0.2225910113,0.1202746797,0.0520976548,0.2594876098,0.0050594759,0.3050753023,0.0314038696,0.0200761916,0.2989555869,0.0061023981,0.1647882269
0.2225083367,0.1202206513,0.0520976934,0.2594309225,0.0050573085,0.3050312128,0.0314042977,0.0200764402,0.2989126969,0.0061002205,0.1648119385
0.2224256809,0.1201668041,0.0520976764,0.2593744893,0.0050551424,0.3049871479,0.0314046909,0.0200766666,0.2988697632,0.0060980432,0.1648356852
0.2223430441,0.1201129955,0.0520977457,0.2593182383,0.0050529776,0.3049431784,0.0314050495,0.020076871,0.2988267862,0.0060958661,0.1648593959
0.2222604267,0.1200592964,0.0520978303,0.2592621687,0.0050508142,0.3048992334,0.0314054445,0.0200770534,0.2987838371,0.0060936892,0.1648830707
0.2221778288,0.1200056359,0.0520978595,0.2592062799,0.0050486521,0.3048553129,0.031405805,0.0200772141,0.2987409866,0.0060915126,0.1649067096
0.2220952508,0.1199520139,0.0520978336,0.25915036,0.0050464913,0.3048112762,0.0314061312,0.020077353,0.2986980229,0.0060893363,0.1649303831
0.2220126928,0.1198984305,0.0520977528,0.2590944795,0.0050443318,0.3047673347,0.0314064935,0.0200774703,0.2986550171,0.0060871603,0.1649540208
0.2219301551,0.1198449559,0.0520976175,0.2590386386,0.0050421737,0.3047235584,0.0314068217,0.0200775662,0.2986120398,0.0060849846,0.1649774824
0.221847638,0.1197915197,0.0520974979,0.2589827672,0.005040017,0.3046798767,0.0314071859,0.0200777107,0.298569021,0.0060828091,0.1650007687
0.2217651417,0.119738122,0.0520973939,0.2589269357,0.0050378615,0.3046364288,0.0314076558,0.0200778337,0.2985258912,0.006080634,0.1650239503
0.2216826664,0.1196847628,0.0520973054,0.2588710743,0.0050357074,0.3045932139,0.0314080914,0.0200779353,0.2984827907,0.0060784591,0.1650469581
0.2216002123,0.1196314422,0.0520971629,0.2588153225,0.0050335547,0.3045503003,0.0314084929,0.0200780157,0.2984398585,0.0060762846,0.1650699319
0.2215177798,0.1195782295,0.052097036,0.2587596801,0.0050314032,0.3045077563,0.0314088605,0.0200781443,0.2983969551,0.0060741104,0.1650928718
0.221435369,0.1195250551,0.0520969246,0.2587040773,0.0050292532,0.3044655108,0.0314091943,0.0200782517,0.298353942,0.0060719366,0.1651159857
0.2213529802,0.1194719192,0.0520967596,0.2586485834,0.0050271045,0.3044235624,0.0314095636,0.020078338,0.2983111657,0.0060697631,0.165138996
0.2212706135,0.1194188216,0.0520965411,0.2585931981,0.0050249571,0.3043818409,0.0314098993,0.0200784031,0.2982685561,0.0060675899,0.1651619723
0.2211882693,0.1193657625,0.0520963383,0.2585378522,0.0050228111,0.3043404141,0.0314102016,0.0200785851,0.2982259059,0.0060654171,0.1651849834
0.2211059477,0.1193127419,0.0520961512,0.2584824082,0.0050206664,0.304299212,0.0314104706,0.0200787458,0.2981830782,0.0060632446,0.165208029
0.221023649,0.1192597598,0.052095911,0.2584270727,0.0050185231,0.3042583022,0.031410775,0.0200788854,0.2981402797,0.0060610725,0.1652312461
