lemma	variant	isabstract	lexicalunit.comment like '%<##s>%'
wino deserowe	1	0	0
olej konopny	1	0	0
sos boloński	1	0	0
sos bolognese	1	0	0
wino wzmacniane	1	0	0
topór ciesielski	1	0	0
azotan(V) sodu	1	0	0
wyciąg szybowy	1	0	0
gałązka oliwna	1	0	0
gałąź oliwna	1	0	0
olej talowy	1	0	0
podkład kolejowy	1	0	0
bezpieczeństwo i higiena pracy	1	0	0
wykres fazowy	1	0	0
poganek rutowaty	1	0	0
ruta stepowa	1	0	0
ruta syryjska	1	0	0
wada drewna	1	0	0
waga rzymska	1	0	0
kwas abscysynowy	1	0	0
sos tysiąca wysp	1	0	0
sos holenderski	1	0	0
sos baerneński	1	0	0
sos muślinowy	1	0	0
sos maltański	1	0	0
żelazne liście	1	0	0
guma tragankowa	1	0	0
wagon akumulatorowy	1	0	0
wagon parowy	1	0	0
wagon salonowy	1	0	0
wagon barowy	1	0	0
wagon bufetowy	1	0	0
wagon kieszeniowy	1	0	0
wagon sterowniczy	1	0	0
wagon rozrządczy	1	0	0
yerba mate	1	0	0
yerba mate	2	0	0
yerba mate	3	0	0
ice tea	1	0	0
zielona herbata	1	0	0
wist klasyczny	1	0	0
lapsang souchong	1	0	0
earl grey	1	0	0
biała herbata	1	0	0
pelargonia angielska	1	0	0
drewno pierwotne	1	0	0
miękisz drzewny	1	0	0
miękisz łykowy	1	0	0
drewno wczesne	1	0	0
drewno wiosenne	1	0	0
drewno późne	1	0	0
drewno letnie	1	0	0
drewno bielaste	1	0	0
drewno twardzielowe	1	0	0
fałszywa twardziel	1	0	0
drewno pierścieniowonaczyniowe	1	0	0
drewno rozpierzchłonaczyniowe	1	0	0
słój roczny	1	0	0
słój przyrostu wtórnego	1	0	0
surowiec drzewny	1	0	1
drewno okrągłe	1	0	0
drewno opałowe	1	0	1
drewno na opał	1	0	1
drewno wielkowymiarowe	1	0	0
drewno średniowymiarowe	1	0	0
drewno małowymiarowe	1	0	0
sęk niezarośnięty	1	0	0
sęk otwarty	1	0	0
sęk zarośnięty	1	0	0
sęk zamknięty	1	0	0
języki chińsko-tybetańskie	1	0	0
języki sino-tybetańskie	1	0	0
język chiński	1	0	0
język wu	1	0	0
odkształcenie plastyczne	1	0	0
konopie indyjskie	1	0	0
krwawa Mary	1	0	0
krwawa Mery	1	0	0
long drink	1	0	0
wściekły pies	1	0	0
wiechlina odległokłosa	1	0	0
short drink	1	0	0
caipi black	1	0	0
cuba libre	1	0	0
piña colada	1	0	0
tequila sunrise	1	0	0
sex on the beach	1	0	0
Andrzej Towiański	1	0	0
tobołki przerosłolistne	1	0	0
grzybień biały	1	0	0
grzybień półncny	1	0	0
soft drink	1	0	0
psychoterapia skoncentrowana na kliencie	1	0	0
nerwica noogenna	1	0	0
terapia sensu	1	0	0
psychoterapia ericksonowska	1	0	0
psychologia sądowa	1	0	0
John Lennon	1	0	0
komunikator internetowy	1	0	0
szarańczyn strąkowy	1	0	0
drzewo karobowe	1	0	0
chleb świętojański	1	0	0
chleb św. Jana	1	0	0
chleb świętojański	2	0	0
chleb św. Jana	2	0	0
jezioro tektoniczne	1	0	0
The Beatles	1	0	0
analiza transakcyjna	1	0	0
terapia strukturalna	1	0	0
krater wulkaniczny	1	0	0
krater pasożytniczy	1	0	0
krater boczny	1	0	0
krater uderzeniowy	1	0	0
jezioro wulkaniczne	1	0	0
pozycja bezpieczna	1	0	0
pozycja boczna ustalona	1	0	0
wulkan tarczowy	1	0	0
wulkan eksplozywny	1	0	0
resuscytacja krążeniowo-oddechowa[edytuj]	1	0	0
podwodna stołowa góra	1	0	0
jezioro meteorytowe	1	0	0
jezioro kosmiczne	1	0	0
jezioro ryftowe	1	0	0
jezioro reliktowe	1	0	0
jezioro polodowcowe	1	0	0
jezioro eworsyjne	1	0	0
jezioro fiordowe	1	0	0
jezioro karowe	1	0	0
jezioro cyrkowe	1	0	0
jezioro morenowe	1	0	0
jezioro rynnowe	1	0	0
jezioro wytopiskowe	1	0	0
oczko polodowcowe	1	0	0
oczko wytopiskowe	1	0	0
jezioro ałasowe	1	0	0
jezioro termokrasowe	1	0	0
rozsiewacz nawozów	1	0	0
jezioro krasowe	1	0	0
jezioro poljowe	1	0	0
jezioro zaporowe	1	0	0
jezioro osuwiskowe	1	0	0
jezioro wydmowe	1	0	0
jezioro zastoiskowe	1	0	0
jezioro zapadliskowe	1	0	0
sztuka romańska	1	0	0
jezioro dystroficzne	1	0	0
jezioro humotroficzne	1	0	0
jezioro humusowe	1	0	0
jezioro polihumusowe	1	0	0
jezioro gorzkie	1	0	0
jezioro słodkie	1	0	0
jezioro słodkowodne	1	0	0
jezioro eutroficzne	1	0	0
jezioro politroficzne	1	0	0
jezioro mezotroficzne	1	0	0
jezioro saprotroficzne	1	0	0
jezioro przeżyźnione	1	0	0
jezioro hipertroficzne	1	0	0
jezioro lobeliowe	1	0	0
jezioro oligotroficzne	1	0	0
jezioro okresowe	1	0	0
jezioro endoreiczne	1	0	0
jezioro pluwialne	1	0	0
jezioro lodowcowe	1	0	0
jezioro glacjalne	1	0	0
jezioro podlodowcowe	1	0	0
jezioro subglacjalne	1	0	0
jezioro proglacjalne	1	0	0
jezioro supraglacjalne	1	0	0
jezioro episzelfowe	1	0	0
jezioro peryglacjalne	1	0	0
jezioro ekstraglacjalne	1	0	0
stroiczka wodna	1	0	0
jezioro deltowe	1	0	0
jezioro biogeniczne	1	0	0
jezioro przybrzeżne	1	0	0
jezioro lagunowe	1	0	0
jezioro limanowe	1	0	0
jezioro polimiktyczne	1	0	0
jezioro ramienicowe	1	0	0
jezioro tektoniczno-polodowcowe	1	0	0
horyzont radiowy	1	0	0
widłogonka krucha	1	0	0
gazeta wieczorna	1	0	0
kościół farny	1	0	0
monitor holterowski EKG	1	0	0
holter ciśnieniowy	1	0	0
węglan cynku	1	0	0
fermion cechowania	1	0	0
porter bałtycki	1	0	0
egg nog	1	0	0
piwo rzezane	1	0	0
piwo rżnięte	1	0	0
psychoterapia psychodynamiczna	1	0	0
terapia racjonalno-emotywna	1	0	0
terapia poznawcza	2	0	0
terapia implozywna	1	0	0
psychoterapia implozywna	1	0	0
terapia awersyjna	1	0	0
jadłowstręt psychiczny	1	0	0
żarłoczność psychiczna	1	0	0
zaburzenie osobowości	1	0	0
osobowość paranoiczna	1	0	0
paranoiczne zaburzenie osobowości	1	0	0
schizoidalne zaburzenie osobowości	1	0	0
osobowość schizotypowa	1	0	0
schizotypowe zaburzenie osobowości	1	0	0
histrioniczne zaburzenie osobowości	1	0	0
osobowość histrioniczna	1	0	0
osobowość borderline	1	0	0
narcystyczne zaburzenie osobowości	1	0	0
osobowość narcystyczna	1	0	0
osobowość unikająca	1	0	0
osobowość zależna	1	0	0
zaburzenie osobowości zależnej	1	0	0
osobowość obsesyjno-kompulsyjna	1	0	0
osobowość anankastyczna	1	0	0
schizofrenia prosta	1	0	0
schizofrenia niezróżnicowana	1	0	0
schizofrenia paranoidalna	1	0	0
schizofrenia rezydualna	1	0	0
schizofrenia urojeniowa	1	0	0
język angielski	2	0	0
zaburzenie afektywno-dwubiegunowe	1	0	0
zasada dualności	1	0	0
skoki przez przeszkody	1	0	0
łyżka stołowa	2	0	0
pospolite ruszenie	1	0	0
ożaglowanie rozprzowe	1	0	0
kaplica loretańska	1	0	0
pasteryzacja frakcjonowana	1	0	0
pierworys mapy	1	0	0
prątki atypowe	1	0	0
pedagogika naturalistyczna	1	0	0
skrajnik rufowy	1	0	0
mapa morska	1	0	0
wał giętki	1	0	0
wał wykorbiony	1	0	0
wał odbioru mocy	1	0	0
błona zewnętrzna	1	0	0
rozpruwacz kas	1	0	0
posybilizm środowiskowy	1	0	0
metakrylan metylu	1	0	0
liga powiatowa	1	0	0
język gyyz	1	0	0
etiopski klasyczny	1	0	0
abisyński klasyczny	1	0	0
znak korektorski	1	0	0
kaktus bożonarodzeniowy	1	0	0
futbol stołowy	1	0	0
piłka stołowa	1	0	0
sitowiec nadmorski	1	0	0
łoboda szara	1	0	0
łoboda długolistna	1	0	0
zespół pedunkularny Lhermitte'a	1	0	0
halucynoza alkoholowa	1	0	0
zespół Otella	1	0	0
psychoza alkoholowa	1	0	0
obłęd alkoholowy	1	0	0
obłęd zazdrości	1	0	0
majaczenie alkoholowe	1	0	0
majaczenie drżenne	1	0	0
zespół majaczeniowy	1	0	0
ostry zespół mózgowy	1	0	0
zawciąg jałowcolistny	1	0	0
zawciąg pospolity	1	0	0
zawciąg nadmorski	1	0	0
psychologia ewolucyjna	1	0	0
psychologia ogólna	1	0	0
psychologia osobowości	1	0	0
psychologia różnic indywidualnych	1	0	0
psychologia teoretyczna	1	0	0
psychologia akademicka	1	0	0
psychologia rozwojowa	1	0	0
psychologia społeczna	1	0	0
psychologia naukowa	1	0	0
psychologia rozwoju człowieka	1	0	0
ołownik uszkowaty	1	0	0
ołownik przylądkowy	1	0	0
psychologia emocji i motywacji	1	0	0
psychologia stosowana	1	0	0
psychologia pracy	1	0	0
psychologia wychowawcza	1	0	0
psychologia kliniczna	1	0	0
psychologia pedagogiczna	1	0	0
psychologia zdrowia	1	0	0
psychologia pozytywna	1	0	0
psychologia muzyki	1	0	0
psychologia środowiskowa	1	0	0
psychologia słuchu	1	0	0
psychologia religii	1	0	0
drzwi antywłamaniowe	1	0	0
działo bezodrzutowe	1	0	0
armata czołgowa	1	0	0
działo kolejowe	1	0	0
działo polowe	1	0	0
samobieżne działo polowe	1	0	0
granatnik podwieszany	1	0	0
granatnik podlufowy	1	0	0
granatnik nasadkowy	1	0	0
hełm burgundzki	1	0	0
hełm górniczy	1	0	0
kask narciarski	1	0	0
kask snowboardowy	1	0	0
kask rowerowy	1	0	0
kask futbolowy	1	0	0
kask jeździecki	1	0	0
kask wspinaczkowy	1	0	1
kask alpinistyczny	1	0	1
hełm wielki	1	0	0
hełm kirasjerski	1	0	0
hełm normandzki	1	0	0
hełm turniejowy	1	0	0
skala dorycka	1	0	0
skala starogrecka	1	0	0
skala hyperdorycka	1	0	0
skala miksolidyjska	1	0	0
skala hypodorycka	1	0	0
skala eolska	1	0	0
skala frygijska	1	0	0
skala frygijska grecka	1	0	0
skala frygijska starogrecka	1	0	0
skala hyperfrygijska	1	0	0
skala lokrycka	1	0	0
skala hypofrygijska	1	0	0
skala lidyjska	1	0	0
skala lidyjska grecka	1	0	0
skala lidyjska starogrecka	1	0	0
skala hyperlidyjska	1	0	0
skala hypolidyjska	1	0	0
skala kościelna	1	0	0
skala dorycka kościelna	1	0	0
skala hypodorycka kościelna	1	0	0
skala frygijska kościelna	1	0	0
skala lidyjska kościelna	1	0	0
skala hypolidyjska kościelna	1	0	0
skala miksolidyjska kościelna	1	0	0
skala jońska	1	0	0
skala eolska kościelna	1	0	0
skala cygańska	1	0	0
skala góralska	1	0	0
skala całotonowa	1	0	0
skala sześciostopniowa	1	0	0
skala dwunastodźwiękowa	1	0	0
skala dodekafoniczna	1	0	0
skala chromatyczna	1	0	0
skala bluesowa	1	0	0
skala oktatoniczna	1	0	0
skala molowa	1	0	0
skala minorowa	1	0	0
ryż siewny	1	0	0
ryż Basmati	1	0	0
ryż siewny indyjski	1	0	0
ryż basmati	2	0	0
ryż basmati	3	0	0
psychiatria wieku podeszłego	1	0	0
psychiatria sądowa	1	0	0
psychiatria kulturowa	1	0	0
psychiatria biologiczna	1	0	0
psychiatria transkulturowa	1	0	0
psychiatria porównawcza	1	0	0
psychiatria dzieci i młodzieży	1	0	0
psychiatria środowiskowa	1	0	0
psychiatria społeczna	1	0	0
materiał biologiczny	1	0	0
zaburzenie seksualne	1	0	0
dysfunkcja seksualna	1	0	0
infantylizm parafiliczny	1	0	0
zespół Madonny i ladacznicy	1	0	0
zespół rycerza i rozpustnika	1	0	0
fetyszyzm pępka	1	0	0
fetyszyzm majtkowy	1	0	0
bijakowy ścinacz zielonek	1	0	0
ścinacz zielonek	1	0	0
sieczkarnia bijakowa	1	0	0
fetyszyzm transwestycyjny	1	0	0
zaburzenie identyfikacji płciowej	1	0	0
zespół śpiącej księżniczki	1	0	0
skatologia telefoniczna	1	0	0
mikrosoczewka grawitacyjna	1	0	0
oziębłość seksualna	1	0	0
mikrosonda elektronowa	1	0	0
Jacek Kuroń	1	0	0
zespół stresu pourazowego	1	0	0
zaburzenie stresowe pourazowe	1	0	0
tom yum	1	0	0
trawa cytrynowa	1	0	0
trawa cytrynowa	2	0	0
palczatka kosmata	1	0	0
limonka kaffir	1	0	0
ślepe ryby	1	0	0
proces stochastyczny	1	0	0
zupa rumfordzka	1	0	0
siemię konopne	1	0	0
teoria prawdopodobieństwa	1	0	0
rzadkie pyrki	1	0	0
zdjęcie stykowe	1	0	0
tuńczyk smukły	1	0	0
tunek pasiasty	1	0	0
tuńczyk pasiasty	1	0	0
tuńczyk skoczek	1	0	0
bonito latający	1	0	0
bonito paskowany	1	0	0
mikrowaga kwarcowa	1	0	0
listownica japońska	1	0	0
mieszanina nitrująca	1	0	0
szarłat biały	1	0	0
szarłat prosty	1	0	0
powierzchnia sterowa	1	0	0
tranek górski	1	0	0
aster krzaczasty	1	0	0
aster drobnokwiatowy	1	0	0
uchyb ustalony	1	0	0
helikonia dziobata	1	0	0
szachownica lotnicza	1	0	0
szachownica Polibiusza	1	0	0
szachownica Adelsona	1	0	0
lustro tektoniczne	1	0	0
niepozorka ojcowska	1	0	0
wodożytka nowozelandzka	1	0	0
wasza miłościwość	1	0	0
Jego Przewielebność	1	0	0
Wasza Przewielebność	1	0	0
pokład dziobowy	1	0	0
wygład tektoniczny	1	0	0
zwierciadło tektoniczne	1	0	0
reakcja upozorowana	1	0	0
formacja reaktywna	1	0	0
bierny opór	2	0	0
zjawisko kapilarne	1	0	0
identyfikacja projekcyjna	1	0	0
prymitywna idealizacja	1	0	0
restytucja interpersonalna	1	0	0
restytucja publiczna	1	0	0
współczynnik błędnych bitów	1	0	0
samica mleczna	1	0	1
miara niezwartości	1	0	0
flet poprzeczny	1	0	0
Ptak Rajski	1	0	0
Rajski Ptak	3	0	0
przemiana izentropowa	1	0	0
dyssypacja energii	1	0	0
jastrun Waldsteina	1	0	0
jastrzębiec ciepłolubny	1	0	0
jastrzębiec gałęzisty	1	0	0
jastrzębiec mylący	1	0	0
jastrzębiec śląski	1	0	0
ropowica kłębu	1	0	0
świńska morda	2	0	0
świński ryj	2	0	0
świecowanie uszu	1	0	0
konchowanie uszu	1	0	0
żaluzja pionowa	1	0	0
żaluzja budowlana zewnętrzna	1	0	0
roleta zewnętrzna	1	0	0
okiennica zwijana	1	0	0
przemiana politropowa	1	0	0
balsam kanadyjski	1	0	0
zaburzenie nerwicowe	1	0	0
neurastenia hiposteniczna	1	0	0
neurastenia hipersteniczna	1	0	0
neurastenia asteniczna	1	0	0
fobia społeczna	1	0	0
nerwica społeczna	1	0	0
zespół lęku społecznego	1	0	0
nerwica lękowa	1	0	0
nerwica eklezjogenna	1	0	0
ambiplazma lekka	1	0	0
zaburzenie somatoformiczne	1	0	0
ambiplazma ciężka	1	0	0
zaburzenie somatyzacyjne	1	0	0
gatunek rodzimy	1	0	0
gatunek autochtoniczny	1	0	0
zespół Briqueta	1	0	0
gatunek agamiczny	1	0	0
gatunek alochtoniczny	1	0	0
zaburzenie hipochondryczne	1	0	0
gatunek allochtoniczny	1	0	0
gatunek obcy	1	0	0
gatunek allopatryczny	1	0	0
gatunek amfidromiczny	1	0	0
gatunek amfitermiczny	1	0	0
gatunek anholocykliczny	1	0	0
gatunek synchroniczny	1	0	0
nerwica neuarsteniczna	1	0	0
gatunek alochroniczny	1	0	0
gatunek allochroniczny	1	0	0
gatunek bliźniaczy	1	0	0
gatunek kryptyczny	1	0	0
gatunek osłonowy	1	0	0
gatunek celowy	1	0	0
gatunek tarczowy	1	0	0
multiplet widmowy	1	0	0
gatunek parasolowy	1	0	0
gatunek charakterystyczny	1	0	0
gatunek chroniony	1	0	0
gatunek diadromiczny	1	0	0
gatunek diadromowy	1	0	0
gatunek dwuśrodowiskowy	1	0	0
gatunek katadromiczny	1	0	0
gatunek katadromowy	1	0	0
gatunek dominujący	1	0	0
gatunek holocykliczny	1	0	0
gatunek introdukowany	1	0	0
gatunek inwazyjny	1	0	0
gatunek iteroparyczny	1	0	0
gatunek kluczowy	1	0	0
gatunek monotypowy	1	0	0
gatunek morfologiczny	1	0	0
gatunek pionierski	1	0	0
gatunek politypowy	1	0	0
gatunek przypadkowy	1	0	0
gatunek rzadki	1	0	0
gatunek potencjalnie zagrożony	1	0	0
zaburzenie konwersyjne	1	0	0
gatunek semelparyczny	1	0	0
grupa siostrzana	1	0	0
gatunek temporalny	1	0	0
podgatunek temporalny	1	0	0
gatunek typowy	1	0	0
gatunek wskaźnikowy	1	0	0
gatunek wszędobylski	1	0	0
gatunek ubikwistyczny	1	0	0
gatunek wymarły	1	0	0
gatunek wyróżniający	1	0	0
takson wyróżniający	1	0	0
osobowość mnoga	1	0	0
gatunek zagrożony	1	0	0
gatunek zawleczony	1	0	0
gatunek zbiorowy	1	0	0
gatunek zwornikowy	1	0	0
amnezja dysocjacyjna	1	0	0
amnezja psychogenna	1	0	0
glistnik pospolity	1	0	0
nerwica niedzielna	1	0	0
nerwica neogenna	1	0	0
glistnik większy	1	0	0
jaskółcze gniazdo	1	0	0
osobowość dyssocjalna	1	0	0
osobowość antyspołeczna	1	0	0
kurza ślepota	2	0	0
psi mlecz	1	0	0
sobacza lilija	1	0	0
dar niebieski	1	0	0
zespół Morfeusza	1	0	0
zespół Elpenora	1	0	0
upojenie senne	1	0	0
moczenie nocne	1	0	0
choroba afektywna dwubiegunowa	1	0	0
zaburzenie nawyków i popędów	1	1	0
nerwica natręctw	1	0	0
bibliografia muzyczna	1	0	0
przetacznik bagienny	1	0	0
Adam Małysz	1	0	0
zielononóżka kuropatwiana	1	0	0
znamienność statystyczna	1	0	0
mały podatnik	1	0	0
magnetowid szpulowy	1	0	0
agregat uprawowy	1	0	0
czosnek wężowy	2	0	0
wodorosiarczan potasu	1	0	0
wodorosiarczan metylu	1	0	0
wodorosiarczan (IV)	1	0	0
wodorosiarczek amonu	1	0	0
mieszalność ograniczona	1	0	0
coaching zawodowy	1	0	0
coaching biznesowy	1	0	0
interwencja kryzysowa	1	0	0
kryzys psychiczny	1	0	0
kryzys psychologiczny	1	0	0
psychoterapia online	1	0	0
rodzaj męskoosobowy	1	0	0
rodzaj niemęskoosobowy	1	0	0
bajka terapeutyczna	1	0	1
bera Świątomichalska	1	0	0
bera Lukasa	1	0	0
choroba sieroca	1	0	0
wodorowęglan sodu	1	0	0
soda oczyszczona	1	0	0
kwaśny węglan sodu	1	0	0
węglan sodu	1	0	0
soda kalcynowana	1	0	0
psychologia systemowa	1	0	0
anomalna perturbacja	1	0	0
łzy Hioba	1	0	0
działko pelot	1	0	1
prawo kanoniczne	1	0	0
zespół Arnolda-Chiariego	1	0	0
malformacja Arnolda-Chiariego	1	0	0
zapalenie wyrostka sutkowatego	1	0	0
zapalenie pnia mózgu Bickerstaffa	1	0	0
zespół Binga-Neela	1	0	0
choroba Binswangera	1	0	0
leukoencefalopatia podkorowa	1	0	0
zespół Bjørnstada	1	0	0
zespół Blanda-White'a-Garlanda	1	0	0
zespół Blaua	1	0	0
zespół Jabsa	1	0	0
niedokrwistość Blackfana-Diamonda	1	0	0
choroba zielona	1	0	0
zwierzyna płowa	1	0	0
głuszec zwyczajny	1	0	0
głuszec czarnodzioby	1	0	0
głuszec kamienny	1	0	0
cietrzew zwyczajny	1	0	0
borowiak kanadyjski	1	0	0
jarząbek kanadyjski	1	0	0
jarząbek cieciornik	1	0	0
wyrób hutniczy	1	0	0
jarząbek zwyczajny	1	0	0
kiściec annamski	1	0	0
pręt stalowy	1	0	0
brabant zagrodowy	1	0	0
epidot żelazowy	1	0	0
epidot manganowo-żelazowy	1	0	0
krzemian warstwowy	1	0	0
azbest serpentynowy	1	0	0
azbest biały	1	0	0
serpentyn szlachetny	1	0	0
krzemian wyspowy	1	0	0
krzemian pierścieniowy	1	0	0
zespół Hornera	1	0	0
rak płuca	1	0	0
rak oskrzela	1	0	0
guz Pancoasta	1	0	0
zespół Pancoasta	1	0	0
funkcja całkowalna	1	0	0
zespół Bernarda-Souliera	1	0	0
wrodzona przepuklina przeponowa	1	0	0
alkohol salicylowy	1	0	0
cecha dysmorficzna	2	0	0
wariant normy	1	0	0
schizofrenia cenestetyczna	1	0	0
zmarszczka nakątna	1	0	0
schizofrenia cenestopatyczna	1	0	0
dodatkowy wir włosów	1	0	0
plamy café au lait	1	0	0
zespół hipoplazji lewego serca	1	0	0
wodogłowie normotensyjne	1	0	0
zespół Hakima	1	0	0
agenezja nerek	1	0	0
agenezja zębów	1	0	0
tarń dwudzielna	1	0	0
koloboma tęczówki	1	0	0
koloboma soczewki	1	0	0
koloboma siatkówki	1	0	0
koloboma powieki	1	0	0
koloboma nerwu wzrokowego	1	0	0
zaćma warstwowa	1	0	0
zaćma okołojądrowa	1	0	0
zaćma jądrowa	1	0	0
zaćma całkowita	1	0	0
zaćma torebkowa przednia i tylna	1	0	0
zaćma biegunowa	1	0	0
zaćma błoniasta	1	0	0
zaćma nabyta	1	0	0
zaćma zaawansowana	1	0	0
zaćma niedojrzała	1	0	0
zaćma dojrzała	1	0	0
zaćma pęczniejąca	1	0	0
zaćma przejrzała	1	0	0
zaćma korowa	1	0	0
zaćma podtorebkowa tylna	1	0	0
zaćma brunatniejąca	1	0	0
zaćma starcza	1	0	0
zaćma następowa	1	0	0
zaćma cukrzycowa	1	0	0
zaćma tężyczkowa	1	0	0
zaćma pourazowa	1	0	0
zaćma powikłana	1	0	0
zespół Boerhaavego	1	0	0
zespół Börjesona-Forssmana-Lehmana	1	0	0
zespół Cornelii de Lange	1	0	0
zespół Brachmanna i de Lange	1	0	0
zespół karłowatości amsterdamskiej de Lange	1	0	0
guz Brennera	1	0	0
krótkowąs chmielowy	1	0	0
kłębuszkowe zapalenie nerek	1	0	0
wspólny pień tętniczy	1	0	0
wspólny kanał przedsionkowo-komorowy	1	0	0
ubytek poduszeczek wsierdzia	1	0	0
ubytek przegrodowo-komorowy	1	0	0
tetralogia Fallota	1	0	0
zespół Fallota	1	0	0
pentalogia Fallota	1	0	0
przetrwały przewód tętniczy	1	0	0
otwarty przewód Botalla	1	0	0
drożny przewód Botalla	1	0	0
koarktacja aorty	1	0	0
zwężenie cieśni aorty	1	0	0
malformacja odbytu i odbytnicy	1	0	0
choroba Hirschsprunga	1	0	0
sekwencja Potter	1	0	0
sekwencja małowodzia	1	0	0
zespół Potter	1	0	0
sekwencja wad wrodzonych	1	0	0
klatka piersiowa lejkowata	1	0	0
klatka piersiowa szewska	1	0	0
klatka piersiowa kurza	1	0	0
szczypce homara	1	0	0
dyzostoza żuchwowo-twarzowa	1	0	0
zespół Treachera Collinsa	1	0	0
zespół Franceschettiego, Zwahlena i Kleina	1	0	0
dysplazja śmiertelna	1	0	0
dysplazja tanatoforyczna	1	0	0
dysplazja diastroficzna	1	0	0
dysplazja chondroektodermalna	1	0	0
zespół Ellisa-van Crevelda	1	0	0
wrodzona łamliwość kości	1	0	0
samoistna łamliwość kości	1	0	0
kostnienie niezupełne	1	0	0
alkoholowy zespół płodowy	1	0	0
płodowy zespół hydantoinowy	1	0	0
zespół Goldenhara	1	0	0
zespół Möbiusa	1	0	0
zespół ustno-twarzowo-palcowy	1	0	0
zespół ustno-twarzowo-palcowy typu I	1	0	0
zespół Papillona-League-Psaume	1	0	0
zespół ustno-twarzowo-palcowy typu II	1	0	0
zespół Mohra	1	0	0
zespół ustno-twarzowo-palcowy typu VI	1	0	0
zespół Váradi-Pappa	1	0	0
zespół Cockayne'a	1	0	0
zespół Neill-Dingwall	1	0	0
zespół Noonan	1	0	0
zespół Silvera-Russella	1	0	0
zespół Seckela	1	0	0
zespół Smitha-Lemliego-Opitza	1	0	0
zespół Pierre'a Robina	1	0	0
sekwencja Pierre'a Robina	1	0	0
dysplazja przynasadowa McKusicka	1	0	0
zespół McKusicka	1	0	0
dysplazja zębiny	1	0	0
dysplazja włóknista kości	1	0	0
zespół Ehlersa-Danlosa	1	0	0
stopa końsko-szpotawa	1	0	0
synpolidaktylia typu 1	1	0	0
dysplazja stawu biodrowego	1	0	0
jamistość opuszki	1	0	0
aplazja kości promieniowej	1	0	0
dysplazja Mondiniego	1	0	0
sekwestracja płuca	1	0	0
zęby noworodkowe	1	0	0
przetrwałe hiperplastyczne pierwotne ciało szkliste	1	0	0
ektopia serca	1	0	0
przepuklina oponowa	1	0	0
przepuklina oponowo-rdzeniowa	1	0	0
jamistość rdzenia	1	0	0
rozdwojenie rdzenia kręgowego	1	0	0
zdwojenie rdzenia	1	0	0
przetrwała błona źrenicza	1	0	0
naczyniak limfatyczny torbielowaty	1	0	0
torbiel osierdzia	1	0	0
ubytek przegrody międzykomorowej	1	0	0
płetwistość szyi	1	0	0
szyja płetwista	1	0	0
taśmy szyjne	1	0	0
skrzydlik szyjny	1	0	0
ślepota barw	1	0	0
zaburzenie rozpoznawania barw	1	0	0
różnobarwność tęczówki	1	0	0
różnobarwność tęczówek	1	0	0
choroba Sprengla	1	0	0
deformacja Sprengla	1	0	0
wrodzone wysokie ustawienie łopatki	1	0	0
deformacja Madelunga	1	0	0
objaw Madelunga	1	0	0
zespół Da Costy	1	0	0
anomalia tarczy nerwu wzrokowego w kształcie kwiatu powoju	1	0	0
zakleszczające zapalenie ścięgna	1	0	0
serce trójprzedsionkowe	1	0	0
atrezja zastawki trójdzielnej	1	0	0
zrośnięcie zastawki trójdzielnej	1	0	0
zwężenie zastawki aortalnej	1	0	0
stenoza zastawki aorty	1	0	0
zwężenie zastawki aorty	1	0	0
zwężenie lewego ujścia tętniczego	1	0	0
zdwojenie jelita cienkiego	1	0	0
całkowite przełożenie wielkich pni tętniczych	1	0	0
całkowite nieprawidłowe przyłączenie żył płucnych	1	0	0
programowalność bezpośrednia	1	0	0
pyłek kwiatowy	1	0	0
head hunter	1	0	0
montmorillonit żelazowy	1	0	0
montmorillonit magnezowy	1	0	0
krzemian łańcuchowy	1	0	0
proteinaza K	1	0	0
proteaza K	1	0	0
endopeptydaza K	1	0	0
zespół anoftalmiczno-przełykowo-genitalny	1	0	0
zespołowa mikroftalmia typu 3	1	0	0
zespół Rogersa	1	0	0
analgezja wrodzona	1	0	0
wrodzona obojętność na ból z anhydrozą	1	0	0
anomalia Ebsteina	1	0	0
Zgromadzenie Służebnic Najświętszego Serca Jezusowego	1	0	0
wrodzony brak nasieniowodów	1	0	0
wrodzona obustronna aplazja nasieniowodów	1	0	0
boczne skrzywienie kręgosłupa	1	0	0
nadciśnienie płucne	1	0	0
zespół Kallmanna	1	0	0
zespół Eisenmengera	1	0	0
naczyniowa choroba płuc	1	0	0
malrotacja jelit z wtórnym skrętem jelit	1	0	0
malrotacja jelit	1	0	0
niedokonany zwrot jelit	1	0	0
przerost łechtaczki	1	0	0
hipertrofia łechtaczki	1	0	0
łapaczka rumowiska	1	0	0
łapaczka rumowiska wleczonego	1	0	0
łapaczka rumowiska	2	0	0
łapaczka rumowiska wleczonego	2	0	0
utrata słuchu	1	0	0
głuchota wrodzona	1	0	0
stenoza zastawki trójdzielnej	1	0	0
zwężenie zastawki trójdzielnej	1	0	0
przetoki tętnic wieńcowych	1	0	0
uraz psychiczny	1	0	0
malformacja tętniczo-żylna naczyń wieńcowych	1	0	0
wrodzona wiotkość krtani	1	0	0
świst krtaniowy	1	0	0
zespół Turnera	1	0	0
tożsamość społeczna	1	0	0
tożsamość osobista	1	0	0
jałowa martwica kości	1	0	0
choroba Perthesa	1	0	0
osteochondroza młodzieńcza głowy kości udowej	1	0	0
choroba Osgooda-Schlattera	1	0	0
choroba Scheuermanna	1	0	0
