lemma	variant	isabstract	lexicalunit.comment like '%<##s>%'
język gogo	1	0	0
rodzina bantu	1	0	0
rodzina językowa	1	0	0
bieg lub chód zwierzęcia	1	1	0
galop wyścigowy	1	0	0
marynarka jednorzędowa	1	0	0
marynarka dwurzędowa	1	0	0
wrodzone zwężenie nozdrzy tylnych	1	0	0
głowica frezowa	1	0	0
lis pospolity	1	0	0
lis rudy	1	0	0
broń kapiszonowa	1	0	0
zwierzę łowne	1	0	0
rodzina języków	1	0	0
języki nigero-kongijskie	1	0	0
podatek kominowy	1	0	0
podatek pogłówny	1	0	0
wojsko kwarciane	1	0	0
deklinacja żeńska	1	0	0
deklinacja męska	1	0	0
deklinacja nijaka	1	0	0
destylacja frakcyjna	1	0	0
destylacja frakcjonowana	1	0	0
destylacja frakcjonująca	1	0	0
jednostka promieniowania	1	0	0
słomiany wdowiec	1	0	0
konfederat barski	1	0	0
cecha głoski	1	0	0
naskałka pełzająca	1	0	0
gałka muszkatołowa	1	0	0
czynsz dzierżawny	1	0	1
układ ekologiczny	1	0	1
złotlin japoński	1	0	0
złotlin chiński	1	0	0
warzywnica kapustna	1	0	0
warzywnica ozdobna	1	0	0
krzewuszka cudowna	1	0	0
narząd synergetyczny	1	0	0
postrzeganie nieświadome	1	0	0
paliwo lotnicze	1	0	0
kolega po fachu	1	0	0
białoczółka brązowa	1	0	0
białoczółka szarogłowa	1	0	0
białoczółka obrożna	1	0	0
piła ręczna	1	0	1
piła mechaniczna	1	0	0
piła czopowa	1	0	0
krokiew narożna	1	0	0
włośnica ber	1	0	0
piła włosowa	1	0	0
włośnica okółkowa	1	0	0
włośnica sina	1	0	0
włośnica zielona	1	0	0
dziki ber	1	0	0
włośnica zwodnicza	1	0	0
piła tarczowa	1	0	0
piła łańcuchowa	1	0	0
pilarka szablasta	1	0	0
kalamus rotangowy	1	0	0
rotang właściwy	1	0	0
palma rotangowa	1	0	0
trzcina indyjska	1	0	0
zwierzę gospodarskie	1	0	0
świnia zwisłoucha	1	0	0
korund syntetyczny	1	0	0
świnka morska	1	0	0
orzesznik nagi	1	0	0
narkotyk chirurgiczny	1	0	0
wietrzenie fizyczne	1	0	0
wietrzenie mechaniczne	1	0	0
wietrzenie chemiczne	1	0	0
wietrzenie mrozowe	1	0	0
dezintegracja mrozowa	1	0	0
smoła pogazowa	1	0	0
smoła gazownicza	1	0	0
zaginarka hydrauliczna	1	0	0
lulek czarny	1	0	0
enfant terrible	1	0	0
róża stulistna	1	0	0
zespół biologiczny	1	0	0
kwasica ketonowa	1	0	0
klarnet basowy	1	0	0
karta płatnicza	1	0	0
karta kredytowa	1	0	0
sygnał radiowy	1	0	1
karta pamięci	1	0	0
karta sieciowa	1	0	0
karta choroby	1	0	0
karta gwarancyjna	1	0	0
zasada kompozycyjna	1	1	0
karta stałego klienta	1	0	0
karta pływacka	1	0	0
karta rowerowa	1	0	0
akcent proparoksytoniczny	1	0	0
beton gipsowy	1	0	0
włoskowiec różycy	1	0	0
bakteria Gram-dodatnia	1	0	0
bakteria Gram-ujemna	1	0	0
wkładka do butów	1	0	1
wkładka ortopedyczna	1	0	0
poświerka czarnobrzucha	1	0	0
poświerka płowa	1	0	0
poświerka preriowa	1	0	0
poświerka zwyczajna	1	0	0
poświerka szponiasta	1	0	0
roślina oligotroficzna	1	0	0
okres lodowcowy	2	0	0
okres glacjalny	1	0	0
lobelia jeziorna	1	0	0
lobelia przylądkowa	1	0	0
okres interglacjalny	1	0	0
okres międzylodowcowy	1	0	0
stroiczka przylądkowa	1	0	0
lobelia rozdęta	1	0	0
stroiczka rozdęta	1	0	0
stroiczka jeziorna	1	0	0
bursztyn bałtycki	1	0	0
bałtyckie złoto	1	0	0
mangostan właściwy	1	0	0
lampa obrazowa	1	0	0
lampa oscyloskopowa	1	0	0
telegrafia kopiowa	1	0	0
piżmaczek wiosenny	1	0	0
białe wino	1	0	0
czerwone wino	1	0	0
wino ziołowe	1	0	1
wino musujące	1	0	0
miękki werniks	1	0	0
bez lekarski	1	0	0
biały bez	1	0	0
bez apteczny	1	0	0
bez pospolity	1	0	0
sucha igła	1	0	0
druk typograficzny	1	0	0
środek płatniczy	1	0	0
karta pocztowa	1	0	0
kartka pocztowa	1	0	0
karta magnetyczna	1	0	0
karta obiegowa	1	0	0
karta telefoniczna	1	0	0
karta łowiecka	1	0	0
karta pracy	1	0	0
borówka czarna	1	0	0
czarna borówka	1	0	0
borówka bagienna	1	0	0
zatrucie ciążowe	1	0	0
czarna jagoda	1	0	0
czarna porzeczka	2	0	0
czarna porzeczka	1	0	0
istota rzeczy	1	0	0
ser szwajcarski	1	0	0
dawca narządów	1	0	0
dawca organów	1	0	0
drzwi harmonijkowe	1	0	0
drzwi podwójne	1	0	0
drzwi rozsuwane	1	0	1
drzwi wahadłowe	1	0	0
eter etylowy	1	0	0
eter dietylowy	1	0	0
para wodna	1	0	1
kropla chmurowa	1	0	0
kropla deszczowa	1	0	0
kryształ lodu	1	0	0
kwas dezoksyrybonukleinowy	1	0	0
leczenie objawowe	1	0	0
leczenie przyczynowe	1	0	0
leczenie wstrząsowe	1	0	0
leczenie zachowawcze	1	0	0
leczenie chirurgiczne	1	0	0
tkanka mięśniowa	1	0	0
narkotyk twardy	1	0	0
narkotyk miękki	1	0	0
kwas pikrynowy	1	0	0
skrzydlate słowa	1	0	0
sól fizjologiczna	1	0	0
zasoby przedsiębiorstwa	1	0	1
ciasto biszkoptowe	1	0	0
rohatyniec nosorożec	1	0	0
bajońska suma	1	0	0
bajońskie sumy	1	0	0
sumy neapolitańskie	1	0	0
biały mazur	1	0	0
córa Koryntu	1	0	0
dama do towarzystwa	2	0	0
dama kameliowa	1	0	0
dziewczyna uliczna	1	0	0
kobieta lekkich obyczajów	1	0	0
dziewczyna lekkich obyczajów	1	0	0
kobieta lekkiego prowadzenia	1	0	0
dziewczyna lekkiego prowadzenia	1	0	0
kobieta spod latarni	1	0	0
panienka spod latarni	1	0	0
dom otwarty	1	0	0
dzieło życia	1	0	0
dzieło ... życia	1	0	0
esparceta siewna	1	0	0
gest Kozakiewicza	1	0	0
anatomia patologiczna	1	0	0
burak liściowy	1	0	0
czerwona kapusta	1	0	0
czerwona kapusta	3	0	0
kapusta morska	1	0	0
modrak morski	1	0	0
katran morski	1	0	0
peso urugwajskie	1	0	0
drozd modrak	1	0	0
szczawik zajęczy	1	0	0
kapusta zajęcza	1	0	0
kapusta warzywna brukselska	1	0	0
kapusta pekińska	1	0	0
szczawik czterolistny	1	0	0
szczawik rożkowaty	1	0	0
szczawik żółty	1	0	0
kapusta kiszona	1	0	0
kapusta kwaszona	1	0	0
kapusta włoska	1	0	0
słodka kapusta	1	0	0
kiła kapusty	1	0	0
przepuklina kapusty	1	0	0
czerwona porzeczka	2	0	0
porzeczka pospolita	1	0	0
porzeczka zwyczajna	1	0	0
czerwona porzeczka	1	0	0
porzeczka biała	1	0	0
biała porzeczka	1	0	0
fakt prasowy	1	0	0
czwarta władza	1	0	0
mass media	1	0	0
środki masowego przekazu	1	0	0
prasa gadzinowa	1	0	0
gazeta gadzinowa	1	0	0
pismo gadzinowe	1	0	0
gimnastyka korekcyjna	1	0	0
wada postawy	1	0	0
zegar biologiczny	1	0	0
radiofonia bezprzewodowa	1	0	0
radiofonia przewodowa	1	0	0
infrastruktura ekonomiczna	1	0	0
gimnastyka przyrządowa	1	0	0
infrastruktura społeczna	1	0	0
radio lampowe	1	0	1
immunizacja czynna	1	0	0
immunizacja bierna	1	0	0
krótki termin	1	0	0
liść laurowy	1	0	0
listek laurowy	1	0	0
liść bobkowy	1	0	0
listek bobkowy	1	0	0
drzewo laurowe	1	0	0
drzewo bobkowe	1	0	0
owoce południowe	1	0	0
gen dominujący	1	0	0
gen recesywny	1	0	0
gorączka złota	1	0	0
fotel bujany	1	0	1
igraszki słowne	1	0	0
igraszka słowna	1	0	0
gra słów	2	0	0
rożen elektryczny	1	0	1
oko cyklonu	1	0	0
lekarz pierwszego kontaktu	1	0	0
lekarz rodzinny	1	0	0
lekarz domowy	1	0	0
mrówka faraona	1	0	0
nauczyciel szkolny ze względu na stopień awansu zawodowego	1	1	0
nauczyciel kontraktowy	1	0	0
nauczyciel mianowany	1	0	0
nauczyciel dyplomowany	1	0	0
stolik nocny	1	0	0
szafka nocna	1	0	0
belka główna	1	0	0
wprowadzenie odautorskie	1	0	0
fictio personae	1	0	0
trznadel głuszek	1	0	0
restrykcja importowa	1	0	0
sankcja pragmatyczna	1	0	0
łuk brwiowy	1	0	0
polityka zaborów	1	0	1
łuk nadoczodołowy	1	0	0
kalkulator nawigacyjny	1	0	0
czermień błotna	1	0	0
polityka asymilacyjna	1	0	1
polityka otwarcia	1	0	1
strusia polityka	1	0	0
polityka zagraniczna	1	0	1
polityka wewnętrzna	1	0	1
polityka zewnętrzna	1	0	1
szklane domy	1	0	0
trąba jerychońska	1	0	0
zakręt śmierci	1	0	0
pióro wieczne	1	0	0
pióro kulkowe	1	0	0
tobołek polny	1	0	0
latarnia morska	1	0	0
chińska latarnia	1	0	1
komora gazowa	1	0	0
blok śmierci	1	0	0
krzesło elektryczne	1	0	0
liczba atomowa	1	0	0
liczba porządkowa	1	0	0
platynowa płyta	1	0	0
pływacz drobny	1	0	0
pływacz mniejszy	1	0	0
pływacz krótkoostrygowy	1	0	0
pływacz średni	1	0	0
pływacz pośredni	1	0	0
pływacz zachodni	1	0	0
szarota błotna	1	0	0
łuszczak indygo	1	0	0
białe małżeństwo	1	0	0
biały kruk	1	0	0
zupa mleczna	1	0	0
płatki owsiane	1	0	0
film autorski	1	0	0
książeczka wojskowa	1	0	0
alarm bojowy	1	0	0
artystyczny nieład	1	0	0
babskie gadanie	1	0	0
zupa rybna	1	0	0
zupa śmieciowa	1	0	0
zupa owocowa	1	0	0
bananowa republika	1	0	0
ciasto drożdżowe	1	0	0
kasza jęczmienna	1	0	0
biuro matrymonialne	1	0	1
brat łata	1	0	0
ciepłe kraje	1	0	0
ciężki kawałek chleba	1	0	0
lekki kawałek chleba	1	0	0
ciężki kawałek chleba	2	0	0
lekki kawałek chleba	2	0	0
obiekt matematyczny	1	0	0
figura przestrzenna	1	0	0
złota księga	1	0	0
rozwój lokalny	1	0	0
krzywa stożkowa	1	0	0
kocia muzyka	1	0	0
muzyka elektroniczna	1	0	0
nur rdzawoszyi	1	0	0
muzyka absolutna	1	0	0
muzyka programowa	1	0	0
linia brzegowa	1	0	0
muzyka konkretna	1	0	0
instrument drewniany	1	0	0
jajko na twardo	1	0	0
jajko na miękko	1	0	0
jajko sadzone	1	0	0
lipka pokojowa	1	0	0
wehikuł czasu	1	0	0
multimedia interaktywne	1	0	0
bogate media	1	0	0
program komputerowy	1	0	1
linia produkcyjna	1	0	0
nitka produkcyjna	1	0	0
linia montażowa	1	0	0
linia hodowlana	1	0	0
linia ostępowa	1	0	0
linia podziału powierzchniowego	1	0	0
linia oddziałowa	1	0	0
materiał zecerski	1	0	0
inwazyjność zarazków	1	0	0
linia natarcia	1	0	0
linia obrony	1	0	0
spójność tekstu	1	0	0
spójność semantyczna	1	0	0
spójność globalna	1	0	0
spójność strukturalna	1	0	0
spójność linearna	1	0	0
spójność formalna	1	0	0
spójność właściwa	1	0	0
dawka uderzeniowa	1	0	0
kuracja uderzeniowa	1	0	0
dawka progowa	1	0	0
końska dawka	1	0	0
wody pelagialne	1	0	0
strefa pelagialna	1	0	0
toń wodna	1	0	0
strefa przybrzeżna	1	0	0
płatkonóg trójbarwny	1	0	0
płatkonóg szydłodzioby	1	0	0
płatkonóg płaskodzioby	1	0	0
bruzdogłowiec szeroki	1	0	0
wieża wiertnicza	1	0	0
maszt wiertniczy	1	0	0
diabelski młyn	1	0	0
karuzela łańcuchowa	1	0	0
zespół cech	1	1	0
kres życia	1	0	0
służba wojskowa	1	0	0
ptoza wrodzona	1	0	0
zbiór homeomorficzny	1	0	0
teren budowy	1	0	1
teren wojskowy	1	0	1
teren leśny	1	0	1
teren przemysłowy	1	0	1
teren szkoły	1	0	1
teren dwujęzyczny	1	0	1
kraj dwujęzyczny	1	0	1
rezerwat przyrody	1	0	0
rezerwat biosfery	1	0	0
grupa imienna	1	0	0
morena boczna	1	0	0
morena denna	1	0	0
morena czołowa	1	0	0
morena końcowa	1	0	0
morena środkowa	1	0	0
materiał skalny	1	0	0
morena ablacyjna	1	0	0
morena boczna	2	0	0
morena powierzchniowa	1	0	0
morena wewnętrzna	1	0	0
torfowisko niskie	1	0	0
torfowisko łąkowe	1	0	0
torfowisko ombrofilne	1	0	0
torfowisko wysokie	1	0	0
teren odkryty	1	0	1
teren otwarty	1	0	1
teren zakryty	1	0	1
martwe pole	1	0	0
benedyktyńska praca	1	0	0
bieg rzeczy	1	0	0
chleb powszedni	1	0	0
pole powierzchni	1	0	0
ciągotka nerwicowa	1	0	0
cichy ślub	1	0	0
spółka cicha	1	0	0
cichy wspólnik	1	0	0
ciężkie czasy	1	0	0
wspólnik jawny	1	0	0
cisza i spokój	1	0	0
cisza w eterze	1	0	0
cisza radiowa	1	0	0
dar natury	1	0	0
dar ziemi	1	0	0
dary boże	1	0	0
dar boży	1	0	0
diabelski wynalazek	1	0	0
Dobra Nowina	2	0	0
drenaż kieszeni	1	0	0
druga natura	1	0	0
Duch Święty	1	0	0
fałszywy ślad	1	0	0
grzech ciężki	1	0	0
twardy sen	1	0	0
głęboki sen	1	0	0
mocny sen	1	0	0
serce z kamienia	1	0	0
kamienne serce	1	0	0
serce jak głaz	1	0	0
serce jak kamień	1	0	0
kawalerska fantazja	1	0	0
ułańska fantazja	1	0	0
Królestwo Niebieskie	1	0	0
Królestwo Boże	1	0	0
krótka pamięć	1	0	0
kurza pamięć	1	0	0
dziurawa pamięć	1	0	0
kryzys gabinetowy	1	0	1
druga połowa	1	0	0
lepsza połowa	1	0	0
sasanka alpejska	1	0	0
sasanka biała	1	0	0
sasanka łąkowa	1	0	0
sasanka otwarta	1	0	0
sasanka dzwonkowata	1	0	0
sasanka słowacka	1	0	0
sasanka wiosenna	1	0	0
sasanka zwyczajna	1	0	0
trojeść amerykańska	1	0	0
trukwa egipska	1	0	0
trukwa ostrokątna	1	0	0
męczennica błękitna	1	0	0
męczennica modra	1	0	0
męczennica zwyczajna	1	0	0
męczennica cielista	1	0	0
męczennica groniasta	1	0	0
męczennica jadalna	1	0	0
owoc egzotyczny	1	0	1
męczennica miękka	1	0	0
męczennica olbrzymia	1	0	0
owoc cytrusowy	1	0	0
konwalijka dwulistna	1	0	0
jezierza giętka	1	0	0
jezierza morska	1	0	0
jezierza mniejsza	1	0	0
funkia biała	1	0	0
funkia białobrzega	1	0	0
funkia białoobrzeżona	1	0	0
funkia falista	1	0	0
funkia japońska	1	0	0
funkia niebieska	1	0	0
wrzód weneryczny	1	0	0
szankier miękki	1	0	0
wrzód miękki	1	0	0
szankier twardy	1	0	0
wrzód twardy	1	0	0
ośrodkowy układ nerwowy	1	0	0
centralny układ nerwowy	1	0	0
zwierzęta wyższe	1	0	0
pole fizyczne	1	0	0
pole skalarne	1	0	0
pole wektorowe	1	0	0
pole tensorowe	1	0	0
pole ze względu na czasową zmienność	1	1	0
pole stacjonarne	1	0	0
pole niestacjonarne	1	0	0
pole ze względu na rodzaj rozkładu przestrzennego	1	1	0
pole jednorodne	1	0	0
pole centralne	1	0	0
pole źródłowe	1	0	0
pole bezźródłowe	1	0	0
pole wirowe	1	0	0
pole bezwirowe	1	0	0
pole ze względu na charakter wielkości fizycznej	1	1	0
pole semantyczne	1	0	0
pole znaczeniowe	1	0	0
pole leksykalne	1	0	0
skała alitowa	1	0	0
noc świętojańska	1	0	0
baza danych	1	0	0
zbiór danych	1	0	0
wciornastek zachodni	1	0	0
wciornastek szklarniowiec	1	0	0
wciornastek tytoniowiec	1	0	0
chodnik poprzeczny	1	0	0
chodnik eksploatacyjny	1	0	0
chodnik wybierkowy	1	0	0
lemur katta	1	0	0
adwokat diabła	1	0	0
advocatus diaboli	1	0	0
adwokat z urzędu	1	0	0
obrońca z urzędu	1	0	0
chmura średnia kłębiasta	1	0	1
grupa składniowa	1	0	0
zbiór zadań	1	0	0
martwa natura	1	0	0
robótka ręczna	1	0	0
szczenięce lata	1	0	0
walc wiedeński	1	0	0
liczba całkowita	1	0	0
liczba naturalna	1	0	0
biuro poselskie	1	0	0
bractwo kurkowe	1	0	0
dziecko specjalnej troski	1	0	0
gabinet polityczny	1	0	0
izba wytrzeźwień	1	0	0
jednoosobowa spółka skarbu państwa	1	0	0
instytucja prawna	1	0	0
niegodność dziedziczenia	1	0	0
instytucja procesowa	1	0	0
rada pedagogiczna	1	0	1
sklep za żółtymi firankami	1	0	0
ognisko domowe	2	0	0
ognisko rodzinne	1	0	0
spółka handlowa	1	0	0
spółka kapitałowa	1	0	0
rząd dusz	1	0	0
sen wieczny	1	0	0
długi weekend	1	0	0
egzamin dojrzałości	1	0	0
siła wyższa	1	0	0
egzamin wstępny	1	0	0
śmierć biologiczna	1	0	0
śmierć kliniczna	1	0	0
śmierć cywilna	1	0	0
śmierć cywilna	2	0	0
pusty śmiech	1	0	0
uszczerbek na zdrowiu	1	0	0
utarg całkowity	1	0	0
utarg przeciętny	1	0	0
utarg krańcowy	1	0	0
utarg dzienny	1	0	0
utarg miesięczny	1	0	0
ciąża jajowodowa	1	0	0
ciąża pozamaciczna	1	0	0
ciąża mnoga	1	0	0
ciąża wieloraka	1	0	0
ciąża przenoszona	1	0	0
stan błogosławiony	1	0	0
wypadek przy pracy	2	0	0
wypadek przy pracy	1	0	0
wzloty i upadki	1	0	0
zejście śmiertelne	1	0	0
aksamitna rewolucja	1	0	0
biegun zimna	1	0	0
biegun chłodu	1	0	0
burza mózgów	1	0	0
burza w szklance wody	1	0	0
chrzest bojowy	1	0	0
czarna księga	1	0	0
czarna lista	1	0	0
chmura niska	1	0	1
chmura warstwowo-pierzasta	1	0	1
antena satelitarna	1	0	0
centralne ogrzewanie	1	0	0
kasa fiskalna	1	0	0
kasa rejestrująca	1	0	0
komputer osobisty	1	0	0
poduszka powietrzna	1	0	0
stare złoto	1	0	0
istota szara	1	0	0
substancja szara	1	0	0
kora mózgowa	1	0	0
tuning komputerów	1	0	0
tuning samochodów	1	0	0
tuning mechaniczny	1	0	0
tuning optyczny	1	0	0
tuning muckowy	1	0	0
tuning skuterów	1	0	0
czarna niewdzięczność	1	0	0
miłość własna	1	0	0
olimpijski spokój	1	0	0
służba czynna	1	0	0
żegluga trampowa	1	0	0
bańka mydlana	1	0	0
bańka z mydła	1	0	0
surowy jedwab	1	0	0
surowy len	1	0	0
jedwab sztuczny	1	0	0
kompania honorowa	1	0	0
szef kompanii	1	0	0
szef sztabu	1	0	0
kompania reprezentacyjna	1	0	0
masaż erotyczny	1	0	0
kabina prysznicowa	1	0	0
sąd wojenny	2	0	0
sąd wojenny	1	0	0
myślenie magiczne	1	0	0
myślenie abstrakcyjne	1	0	0
myślenie pozytywne	1	0	0
rozmnażanie płciowe	1	0	0
rozmnażanie generatywne	1	0	0
rozmnażanie bezpłciowe	1	0	0
rozmnażanie wegetatywne	1	0	0
podział komórki	1	0	0
rozmnażanie agamiczne	1	0	0
fragmentacja plechy	1	0	0
rozmnażanie poprzez bulwę	1	0	0
rozmnażanie poprzez kłącza	1	0	0
rozmnażanie poprzez cebule	1	0	0
rozmnażanie poprzez rozłogi	1	0	0
rozmnażanie poprzez pączki zimowe	1	0	0
rozmnażanie przez rozmnóżki	1	0	0
rozmnażanie poprzez zarodniki	1	0	0
apomiksja fakultatywna	1	0	0
apomiksja obligatoryjna	1	0	0
pracownik ochrony	1	0	0
chmura warstwowa deszczowa	1	0	1
chmura kłębiasta	1	0	1
chmura kłębiasta deszczowa	1	0	1
chmura kłębiasto-pierzasta	1	0	1
chmura kłębiasto-warstwowa	1	0	1
chmura średnia warstwowa	1	0	1
chmura warstwowa	1	0	1
chmura wysoka	1	0	1
chmura średnia	1	0	1
chmura o budowie pionowej	1	1	0
godzina policyjna	1	0	0
altocumulus lenticularis	1	0	0
chmura średnia kłębiasta soczewkowata	1	0	1
urwanie głowy	1	0	0
gościnny występ	1	0	0
jam session	1	0	0
noc polarna	1	0	0
purpura wzrokowa	1	0	0
loteria fantowa	1	0	0
konkurs piękności	1	0	0
miodowy miesiąc	1	0	0
msza święta	1	0	0
fiolet wzrokowy	1	0	0
Nowy Rok	2	0	0
barwnik światłoczuły	1	0	0
próba generalna	1	0	0
strajk ostrzegawczy	1	0	0
druga młodość	1	0	0
eliksir młodości	1	0	0
eliksir życia	1	0	0
inżynieria społeczna	1	0	0
inżynieria socjalna	1	0	0
języczek u wagi	2	0	0
języczek u wagi	1	0	0
kość niezgody	1	0	0
jabłko niezgody	1	0	0
wieczór autorski	1	0	0
koło ratunkowe	1	0	0
wieczór kawalerski	1	0	0
wieczór panieński	1	0	0
królik doświadczalny	1	0	0
kula u nogi	1	0	0
lekcja poglądowa	1	0	0
zmiana warty	1	0	0
listek figowy	1	0	0
listek figowy	2	0	0
miecz Damoklesa	1	0	0
miecz Damoklesowy	1	0	0
poligon doświadczalny	1	0	0
chłopiec do bicia	1	0	0
polowanie na czarownice	1	0	0
punkt zwrotny	1	0	0
randka w ciemno	1	0	0
cisza przed burzą	1	0	0
renta gruntowa	1	0	0
rewia mody	1	0	0
runda honorowa	1	0	0
selekcja negatywna	1	0	0
czarna msza	1	0	0
signum temporis	1	0	0
znak czasu	1	0	0
znak czasów	1	0	0
skrzynka kontaktowa	1	0	0
szósty zmysł	1	0	0
sztuka dla sztuki	1	0	0
sztuka dla sztuki	2	0	0
terapia szokowa	1	0	0
kuracja szokowa	1	0	0
terapia wstrząsowa	1	0	0
węzeł gordyjski	1	0	0
wojna na górze	1	0	0
wojna nerwów	1	0	0
zasłona dymna	1	0	0
związek wyznaniowy	1	0	1
organizacja religijna	1	0	1
zielona karta	2	0	0
zielona karta	1	0	0
wywiad środowiskowy	1	0	0
weksel trasowany	1	0	0
weksel ciągniony	1	0	0
świadectwo dojrzałości	1	0	0
świadectwo maturalne	1	0	0
rewizja osobista	1	0	0
kipi kasza	1	0	0
kiściec ozdobny	1	0	0
rewizja nadzwyczajna	1	0	0
laska marszałkowska	1	0	0
księga wieczysta	1	0	0
księga hipoteczna	1	0	0
książeczka zdrowia	1	0	0
kampania negatywna	1	0	0
kamusznik czarnogłowy	1	0	0
choroba zawodowa	1	0	0
choroba mikrofalowa	1	0	0
choroba telegrafistów	1	0	0
gorączka metaliczna	1	0	0
gorączka odlewników	1	0	0
oman łąkowy	1	0	0
oman brytyjski	1	0	0
oman niemiecki	1	0	0
oman szorstki	1	0	0
oman czerwonkowy	1	0	0
oman wierzbolistny	1	0	0
oman wąskolistny	1	0	0
oman lepki	1	0	0
czas antenowy	1	0	0
owsica omszona	1	0	0
kwalifikowana większość	1	0	0
lista płac	1	0	0
obowiązek szkolny	1	0	0
osobowe źródło informacji	1	0	0
pismo przewodnie	1	0	0
szlak bojowy	1	0	0
rynek centralny	1	0	0
racjonalne gospodarowanie	1	0	0
kaczy chód	1	0	0
przyprawa pięciu smaków	1	0	0
zioła prowansalskie	1	0	0
rym częstochowski	1	0	0
człowiek renesansu	1	0	0
disco polo	1	0	0
dziecko epoki	1	0	0
dziecko wieku	1	0	0
łaźnia rzymska	1	0	0
kino akcji	1	0	0
kozioł ofiarny	1	0	0
mapa fizyczna	1	0	0
ofiara losu	1	0	0
powieść produkcyjna	1	0	0
łowca posagów	1	0	0
wyciskacz łez	1	0	0
wół roboczy	1	0	0
temat zastępczy	1	0	0
bierny opór	1	0	0
dyktatura proletariatu	1	0	0
kultura masowa	1	0	0
liberum veto	1	0	0
małżeństwo mieszane	1	0	0
indukcja elektromagnetyczna	1	0	0
indukcja elektrostatyczna	1	0	0
influencja elektrostatyczna	1	0	0
indukcja elektryczna	1	0	0
indukcja magnetyczna	1	0	0
indukcja matematyczna	1	0	0
indukcja własna	1	0	0
indukcja pola magnetycznego	1	0	0
transakcja kompensacyjna	1	0	0
transakcja wiązana	1	0	0
transakcja barterowa	1	0	0
umowa barterowa	1	0	0
transakcja terminowa	1	0	0
transakcja bezgotówkowa	1	0	0
pieniądz elektroniczny	1	0	0
wada wrodzona	1	0	0
cecha dysmorficzna	1	0	0
wada rozwojowa	1	0	0
zaburzenie rozwoju	1	0	0
przepuklina mózgowa	1	0	0
wada wrodzona układu nerwowego	1	1	0
wada wrodzona oka, ucha, twarzy lub szyi	1	1	0
wada wrodzona układu krążenia	1	1	0
wada wrodzona układu oddechowego	1	1	0
wada wrodzona układu pokarmowego	1	1	0
wada wrodzona narządów płciowych	1	1	0
wada wrodzona układu moczowego	1	1	0
wodogłowie wrodzone	1	0	0
agenezja ciała modzelowatego	1	0	0
hipoplazja ciała modzelowatego	1	0	0
rozszczep potylicy	1	0	0
rozszczep czaszki	1	0	0
rozszczep kręgosłupa	1	0	0
jednokomorowe przodomózgowie	1	0	0
agenezja nerki	1	0	0
wielotorbielowatość nerek	1	0	0
zwyrodnienie torbielowate nerek	1	0	0
nerka podkowiasta	1	0	0
nerka płatowata	1	0	0
złączenie nerek	1	0	0
nerka dodatkowa	1	0	0
nerka nadliczbowa	1	0	0
trzecia nerka	1	0	0
nerka wędrująca	1	0	0
nerka ruchoma	1	0	0
dysplazja nerek	1	0	0
ektopia nerki	1	0	0
ektropion wrodzony	1	0	0
ektropium wrodzone	1	0	0
entropion wrodzony	1	0	0
entropium wrodzone	1	0	0
wrodzone zwężenie szpary powiekowej	1	0	0
szczelina powieki	1	0	0
rozszczep tęczówki	1	0	0
rozszczep siatkówki	1	0	0
rozszczep soczewki	1	0	0
rozszczep nerwu wzrokowego	1	0	0
rozszczep powieki	1	0	0
szczelina nerwu wzrokowego	1	0	0
szczelina siatkówki	1	0	0
szczelina soczewki	1	0	0
szczelina tęczówki	1	0	0
zaćma wrodzona	1	0	0
jaskra wrodzona	1	0	0
malformacja macicy	1	0	0
macica dwurożna	1	0	0
macica jednorożna	1	0	0
macica podwójna	1	0	0
macica podzielona	1	0	0
macica łukowata	1	0	0
niezstąpienie jąder	1	0	0
nozdrze przednie	1	0	0
nozdrze tylne	1	0	0
atrezja nozdrzy tylnych	1	0	0
zarośnięcie nozdrzy tylnych	1	0	0
wiotkość tchawicy	1	0	0
wrodzone rozmiękanie tchawicy	1	0	0
hipoplazja płuca	1	0	0
wrodzona gruczolakowatość torbielowata płuc	1	0	0
zwyrodnienie gruczołowe płuc	1	0	0
hipoplazja krtani	1	0	0
wrodzony brak nosa	1	0	0
rozszczep wargi	1	0	0
rozszczep podniebienia	1	0	0
rozszczep języczka	1	0	0
zajęcza warga	1	0	0
rozszczepienie wargi	1	0	0
wilcza paszcza	1	0	0
rozszczep podniebienia miękkiego	1	0	0
rozszczep podniebienia twardego	1	0	0
podniebienie twarde	1	0	0
podniebienie miękkie	1	0	0
język olbrzymi	1	0	0
atrezja przełyku	1	0	0
przetoka tchawiczo-przełykowa	1	0	0
atrezja dróg żółciowych	1	0	0
niedrożność dróg żółciowych	1	0	0
zarośnięcie dróg żółciowych	1	0	0
zarośnięcie przewodów żółciowych	1	0	0
atrezja pochwy	1	0	0
atrezja jelita cienkiego	1	0	0
atrezja dwunastnicy	1	0	0
wrodzona niedrożność dwunastnicy	1	0	0
zwężenie dwunastnicy	1	0	0
zarośnięcie dwunastnicy	1	0	0
wrodzony brak dwunastnicy	1	0	0
atrezja odbytu	1	0	0
atrezja jelita grubego	1	0	0
zwężenie jelita grubego	1	0	0
zarośnięcie jelita grubego	1	0	0
wrodzony brak jelita grubego	1	0	0
uchyłek Meckela	1	0	0
uchyłek jelita krętego	1	0	0
litera prawa	1	0	0
państwo wyznaniowe	1	0	0
poprawność polityczna	1	0	0
dziki bez	1	0	0
