DB ID	Is abstract?	Part of Speech	Lemma
447463	False	eng subst	Carcharhinus obscurus
447465	False	eng subst	genus Negaprion
447466	False	eng subst	lemon shark
447467	False	eng subst	Negaprion brevirostris
447469	False	eng subst	genus Prionace
447470	False	eng subst	blue shark
447471	False	eng subst	great blue shark
447472	False	eng subst	Prionace glauca
447474	False	eng subst	genus Galeocerdo
447475	False	eng subst	tiger shark
447476	False	eng subst	Galeocerdo cuvieri
447478	False	eng subst	genus Galeorhinus
447479	False	eng subst	soupfin shark
447482	False	eng subst	Galeorhinus zyopterus
447485	False	eng subst	family Triakidae
447487	False	eng subst	genus Mustelus
447488	False	eng subst	smooth dogfish
447490	False	eng subst	smoothhound shark
447491	False	eng subst	Mustelus mustelus
447492	False	eng subst	American smooth dogfish
447493	False	eng subst	Mustelus canis
447494	False	eng subst	Florida smoothhound
447495	False	eng subst	Mustelus norrisi
447497	False	eng subst	genus Triaenodon
447498	False	eng subst	whitetip shark
447499	False	eng subst	reef whitetip shark
447500	False	eng subst	Triaenodon obseus
447502	False	eng subst	family Squalidae
447503	False	eng subst	spiny dogfish
447505	False	eng subst	genus Squalus
447506	False	eng subst	Atlantic spiny dogfish
447507	False	eng subst	Squalus acanthias
447508	False	eng subst	Pacific spiny dogfish
447509	False	eng subst	Squalus suckleyi
447511	False	eng subst	family Sphyrnidae
447513	False	eng subst	genus Sphyrna
447515	False	eng subst	hammerhead shark
447516	False	eng subst	smooth hammerhead
447517	False	eng subst	Sphyrna zygaena
447518	False	eng subst	smalleye hammerhead
447519	False	eng subst	Sphyrna tudes
447522	False	eng subst	bonnet shark
447523	False	eng subst	Sphyrna tiburo
447525	False	eng subst	family Squatinidae
447527	False	eng subst	genus Squatina
447528	False	eng subst	angel shark
447530	False	eng subst	Squatina squatina
447534	False	eng subst	order Torpediniformes
447536	False	eng subst	family Torpedinidae
447537	False	eng subst	electric ray
447542	False	eng subst	order Rajiformes
447544	False	eng subst	order Batoidei
447546	False	eng subst	family Pristidae
447549	False	eng subst	genus Pristis
447550	False	eng subst	smalltooth sawfish
447551	False	eng subst	Pristis pectinatus
447553	False	eng subst	family Rhinobatidae
447556	False	eng subst	family Dasyatidae
447559	False	eng subst	genus Dasyatis
447560	False	eng subst	roughtail stingray
447561	False	eng subst	Dasyatis centroura
447563	False	eng subst	genus Gymnura
447564	False	eng subst	butterfly ray
447566	False	eng subst	family Myliobatidae
447567	False	eng subst	eagle ray
447569	False	eng subst	genus Aetobatus
447570	False	eng subst	spotted eagle ray
447571	False	eng subst	spotted ray
447572	False	eng subst	Aetobatus narinari
447574	False	eng subst	genus Rhinoptera
447575	False	eng subst	cownose ray
447576	False	eng subst	cow-nosed ray
447577	False	eng subst	Rhinoptera bonasus
447579	False	eng subst	family Mobulidae
447581	False	eng subst	manta ray
447583	False	eng subst	genus Manta
447584	False	eng subst	Atlantic manta
447585	False	eng subst	Manta birostris
447587	False	eng subst	genus Mobula
447588	False	eng subst	devil ray
447589	False	eng subst	Mobula hypostoma
447591	False	eng subst	family Rajidae
447594	False	eng subst	genus Raja
447595	False	eng subst	grey skate
447596	False	eng subst	gray skate
447597	False	eng subst	Raja batis
447598	False	eng subst	little skate
447599	False	eng subst	Raja erinacea
447600	False	eng subst	thorny skate
447601	False	eng subst	Raja radiata
447602	False	eng subst	barndoor skate
447603	False	eng subst	Raja laevis
447605	False	eng subst	class Aves
447614	False	eng subst	baby bird
447615	False	eng subst	bird family
447616	False	eng subst	bird genus
447621	False	eng subst	fighting cock
447624	False	eng subst	night bird
447625	False	eng subst	night raven
447626	False	eng subst	bird of passage
447627	False	eng subst	genus Protoavis
447630	False	eng subst	subclass Archaeornithes
447631	False	eng subst	genus Archaeopteryx
447632	False	eng subst	genus Archeopteryx
447635	False	eng subst	Archaeopteryx lithographica
447636	False	eng subst	genus Sinornis
447638	False	eng subst	genus Ibero-mesornis
447640	False	eng subst	genus Archaeornis
447643	False	eng subst	ratite bird
447644	False	eng subst	flightless bird
447646	False	eng subst	carinate bird
447647	False	eng subst	flying bird
447649	False	eng subst	superorder Ratitae
447651	False	eng subst	order Struthioniformes
447653	False	eng subst	family Struthionidae
447655	False	eng subst	genus Struthio
447657	False	eng subst	Struthio camelus
447659	False	eng subst	order Casuariiformes
447661	False	eng subst	family Casuaridae
447663	False	eng subst	genus Casuarius
447666	False	eng subst	genus Dromaius
447668	False	eng subst	Dromaius novaehollandiae
447669	False	eng subst	Emu novaehollandiae
447671	False	eng subst	order Apterygiformes
447673	False	eng subst	family Apterygidae
447674	False	eng subst	genus Apteryx
447678	False	eng subst	order Rheiformes
447680	False	eng subst	family Rheidae
447681	False	eng subst	genus Rhea
447683	False	eng subst	Rhea americana
447685	False	eng subst	genus Pterocnemia
447688	False	eng subst	Pterocnemia pennata
447690	False	eng subst	order Aepyorniformes
447692	False	eng subst	family Aepyornidae
447693	False	eng subst	genus Aepyornis
447694	False	eng subst	elephant bird
447697	False	eng subst	order Dinornithiformes
447699	False	eng subst	family Dinornithidae
447701	False	eng subst	genus Dinornis
447703	False	eng subst	giant moa
447704	False	eng subst	Dinornis giganteus
447705	False	eng subst	genus Anomalopteryx
447707	False	eng subst	Anomalopteryx oweni
447709	False	eng subst	order Insessores
447710	False	eng subst	perching bird
447713	False	eng subst	order Passeriformes
447715	False	eng subst	passeriform bird
447716	False	eng subst	nonpasserine bird
447718	False	eng subst	suborder Oscines
447720	False	eng subst	suborder Passeres
447722	False	eng subst	oscine bird
447726	False	eng subst	family Meliphagidae
447727	False	eng subst	honey eater
447730	False	eng subst	family Prunellidae
447732	False	eng subst	genus Prunella
447734	False	eng subst	hedge sparrow
447737	False	eng subst	Prunella modularis
447739	False	eng subst	family Alaudidae
447742	False	eng subst	genus Alauda
447744	False	eng subst	Alauda arvensis
447746	False	eng subst	family Motacillidae
447748	False	eng subst	genus Motacilla
447751	False	eng subst	genus Anthus
447755	False	eng subst	meadow pipit
447756	False	eng subst	Anthus pratensis
447758	False	eng subst	family Fringillidae
447761	False	eng subst	genus Fringilla
447763	False	eng subst	Fringilla coelebs
447765	False	eng subst	Fringilla montifringilla
447767	False	eng subst	subfamily Carduelinae
447769	False	eng subst	genus Carduelis
447771	False	eng subst	Carduelis carduelis
447774	False	eng subst	Carduelis cannabina
447776	False	eng subst	Carduelis spinus
447777	False	eng subst	red siskin
447778	False	eng subst	Carduelis cucullata
447780	False	eng subst	Carduelis flammea
447782	False	eng subst	Carduelis hornemanni
447784	False	eng subst	genus Spinus
447785	False	eng subst	New World goldfinch
447788	False	eng subst	Spinus tristis
447789	False	eng subst	pine siskin
447790	False	eng subst	pine finch
447791	False	eng subst	Spinus pinus
447793	False	eng subst	genus Carpodacus
447794	False	eng subst	house finch
447796	False	eng subst	Carpodacus mexicanus
447797	False	eng subst	purple finch
447798	False	eng subst	Carpodacus purpureus
447800	False	eng subst	genus Serinus
447802	False	eng subst	canary bird
447803	False	eng subst	common canary
447804	False	eng subst	Serinus canaria
447807	False	eng subst	genus Loxia
447809	False	eng subst	Loxia curvirostra
447811	False	eng subst	genus Pyrrhula
447813	False	eng subst	Pyrrhula pyrrhula
447814	False	eng subst	genus Junco
447817	False	eng subst	dark-eyed junco
447818	False	eng subst	slate-colored junco
447819	False	eng subst	Junco hyemalis
447820	False	eng subst	New World sparrow
447822	False	eng subst	genus Pooecetes
447823	False	eng subst	vesper sparrow
447824	False	eng subst	grass finch
447825	False	eng subst	Pooecetes gramineus
447827	False	eng subst	genus Zonotrichia
447828	False	eng subst	white-throated sparrow
447830	False	eng subst	Zonotrichia albicollis
447831	False	eng subst	white-crowned sparrow
447832	False	eng subst	Zonotrichia leucophrys
447834	False	eng subst	genus Spizella
447835	False	eng subst	chipping sparrow
447836	False	eng subst	Spizella passerina
447837	False	eng subst	field sparrow
447838	False	eng subst	Spizella pusilla
447839	False	eng subst	tree sparrow
447840	False	eng subst	Spizella arborea
447842	False	eng subst	genus Melospiza
447843	False	eng subst	song sparrow
447844	False	eng subst	Melospiza melodia
447845	False	eng subst	swamp sparrow
447846	False	eng subst	Melospiza georgiana
447848	False	eng subst	subfamily Emberizidae
447849	False	eng subst	subfamily Emberizinae
447852	False	eng subst	genus Passerina
447853	False	eng subst	indigo bunting
447854	False	eng subst	indigo finch
447855	False	eng subst	indigo bird
447856	False	eng subst	Passerina cyanea
447858	False	eng subst	genus Emberiza
447860	False	eng subst	ortolan bunting
447861	False	eng subst	Emberiza hortulana
447862	False	eng subst	reed bunting
447863	False	eng subst	Emberiza schoeniclus
447865	False	eng subst	yellow bunting
447866	False	eng subst	Emberiza citrinella
447867	False	eng subst	yellow-breasted bunting
447868	False	eng subst	Emberiza aureola
447870	False	eng subst	genus Plectrophenax
447871	False	eng subst	snow bunting
447874	False	eng subst	Plectrophenax nivalis
447876	False	eng subst	family Coerebidae
447878	False	eng subst	family Dacninae
447881	False	eng subst	genus Coereba
447882	False	eng subst	banana quit
447884	False	eng subst	family Passeridae
447886	False	eng subst	true sparrow
447888	False	eng subst	genus Passer
447889	False	eng subst	English sparrow
447890	False	eng subst	house sparrow
447891	False	eng subst	Passer domesticus
447892	False	eng subst	tree sparrow
447893	False	eng subst	Passer montanus
447897	False	eng subst	genus Hesperiphona
447898	False	eng subst	evening grosbeak
447899	False	eng subst	Hesperiphona vespertina
447901	False	eng subst	genus Coccothraustes
447903	False	eng subst	Coccothraustes coccothraustes
447905	False	eng subst	genus Pinicola
447906	False	eng subst	pine grosbeak
447907	False	eng subst	Pinicola enucleator
447909	False	eng subst	genus Richmondena
447911	False	eng subst	cardinal grosbeak
447912	False	eng subst	Richmondena Cardinalis
447913	False	eng subst	Cardinalis cardinalis
447915	False	eng subst	genus Pyrrhuloxia
447917	False	eng subst	Pyrrhuloxia sinuata
447920	False	eng subst	genus Pipilo
447923	False	eng subst	Pipilo erythrophthalmus
447925	False	eng subst	genus Chlorura
447926	False	eng subst	green-tailed towhee
447927	False	eng subst	Chlorura chlorura
447929	False	eng subst	family Ploceidae
447932	False	eng subst	weaver finch
447934	False	eng subst	genus Ploceus
447936	False	eng subst	Ploceus philippinus
447938	False	eng subst	genus Vidua
447941	False	eng subst	widow bird
447943	False	eng subst	genus Padda
447944	False	eng subst	Java sparrow
447945	False	eng subst	Java finch
447947	False	eng subst	Padda oryzivora
447949	False	eng subst	genus Estrilda
447953	False	eng subst	genus Poephila
447955	False	eng subst	grass finch
447956	False	eng subst	zebra finch
447957	False	eng subst	Poephila castanotis
447959	False	eng subst	family Drepanididae
447961	False	eng subst	Hawaiian honeycreeper
447963	False	eng subst	genus Drepanis
447966	False	eng subst	suborder Menurae
447968	False	eng subst	family Menuridae
447970	False	eng subst	genus Menura
447973	False	eng subst	family Atrichornithidae
447975	False	eng subst	genus Atrichornis
447978	False	eng subst	scrub bird
447980	False	eng subst	suborder Eurylaimi
447982	False	eng subst	family Eurylaimidae
447985	False	eng subst	suborder Tyranni
447988	False	eng subst	suborder Clamatores
447990	False	eng subst	superfamily Tyrannidae
447991	False	eng subst	New World flycatcher
447993	False	eng subst	tyrant flycatcher
447994	False	eng subst	tyrant bird
447996	False	eng subst	genus Tyrannus
447998	False	eng subst	Tyrannus tyrannus
447999	False	eng subst	Arkansas kingbird
448000	False	eng subst	western kingbird
448001	False	eng subst	Cassin's kingbird
448002	False	eng subst	Tyrannus vociferans
448003	False	eng subst	eastern kingbird
448004	False	eng subst	grey kingbird
448005	False	eng subst	gray kingbird
448007	False	eng subst	Tyrannus domenicensis domenicensis
448009	False	eng subst	genus Contopus
448014	False	eng subst	wood pewee
448015	False	eng subst	Contopus virens
448016	False	eng subst	western wood pewee
448017	False	eng subst	Contopus sordidulus
448019	False	eng subst	genus Sayornis
448021	False	eng subst	phoebe bird
448022	False	eng subst	Sayornis phoebe
448024	False	eng subst	genus Pyrocephalus
448025	False	eng subst	vermillion flycatcher
448027	False	eng subst	Pyrocephalus rubinus mexicanus
448029	False	eng subst	family Cotingidae
448030	False	eng subst	genus Cotinga
448034	False	eng subst	genus Rupicola
448035	False	eng subst	cock of the rock
448036	False	eng subst	Rupicola rupicola
448037	False	eng subst	cock of the rock
448038	False	eng subst	Rupicola peruviana
448040	False	eng subst	family Pipridae
448042	False	eng subst	genus Pipra
448045	False	eng subst	genus Procnias
448048	False	eng subst	genus Cephalopterus
448049	False	eng subst	umbrella bird
448050	False	eng subst	Cephalopterus ornatus
448052	False	eng subst	family Furnariidae
448054	False	eng subst	genus Furnarius
448057	False	eng subst	family Formicariidae
448059	False	eng subst	ant bird
448061	False	eng subst	genus Formicarius
448062	False	eng subst	ant thrush
448064	False	eng subst	genus Thamnophilus
448065	False	eng subst	ant shrike
448067	False	eng subst	genus Hylophylax
448068	False	eng subst	spotted antbird
448069	False	eng subst	Hylophylax naevioides
448071	False	eng subst	family Dendrocolaptidae
448073	False	eng subst	genus Dendrocolaptes
448077	False	eng subst	tree creeper
448079	False	eng subst	family Pittidae
448080	False	eng subst	genus Pitta
448083	False	eng subst	genus Muscivora
448085	False	eng subst	scissortailed flycatcher
448088	False	eng subst	family Muscicapidae
448089	False	eng subst	Old World flycatcher
448090	False	eng subst	true flycatcher
448093	False	eng subst	genus Muscicapa
448094	False	eng subst	spotted flycatcher
448095	False	eng subst	Muscicapa striata
448096	False	eng subst	Muscicapa grisola
448098	False	eng subst	genus Pachycephala
448102	False	eng subst	family Turdidae
448104	False	eng subst	subfamily Turdinae
448107	False	eng subst	genus Turdus
448108	False	eng subst	missel thrush
448109	False	eng subst	mistle thrush
448110	False	eng subst	mistletoe thrush
448111	False	eng subst	Turdus viscivorus
448112	False	eng subst	song thrush
448115	False	eng subst	Turdus philomelos
448118	False	eng subst	Turdus pilaris
448120	False	eng subst	Turdus iliacus
448126	False	eng subst	European blackbird
448127	False	eng subst	Turdus merula
448128	False	eng subst	ring ouzel
448129	False	eng subst	ring blackbird
448130	False	eng subst	ring thrush
448131	False	eng subst	Turdus torquatus
448133	False	eng subst	American robin
448134	False	eng subst	Turdus migratorius
448135	False	eng subst	clay-colored robin
448136	False	eng subst	Turdus greyi
448138	False	eng subst	genus Hylocichla
448139	False	eng subst	hermit thrush
448140	False	eng subst	Hylocichla guttata
448142	False	eng subst	Wilson's thrush
448143	False	eng subst	Hylocichla fuscescens
448144	False	eng subst	wood thrush
448145	False	eng subst	Hylocichla mustelina
448147	False	eng subst	genus Luscinia
448149	False	eng subst	Luscinia megarhynchos
448150	False	eng subst	thrush nightingale
448151	False	eng subst	Luscinia luscinia
448154	False	eng subst	genus Saxicola
448155	False	eng subst	Old World chat
448158	False	eng subst	Saxicola torquata
448160	False	eng subst	Saxicola rubetra
448162	False	eng subst	genus Myadestes
448165	False	eng subst	genus Phoenicurus
448169	False	eng subst	genus Oenanthe
448172	False	eng subst	genus Sialia
448175	False	eng subst	genus Erithacus
448178	False	eng subst	robin redbreast
448179	False	eng subst	Old World robin
448180	False	eng subst	Erithacus rubecola
448182	False	eng subst	Erithacus svecicus
448184	False	eng subst	family Sylviidae
448186	False	eng subst	subfamily Sylviinae
448189	False	eng subst	genus Polioptila
448192	False	eng subst	genus Regulus
448195	False	eng subst	golden-crested kinglet
448196	False	eng subst	Regulus regulus
448197	False	eng subst	gold-crowned kinglet
448198	False	eng subst	Regulus satrata
448199	False	eng subst	ruby-crowned kinglet
448200	False	eng subst	ruby-crowned wren
448201	False	eng subst	Regulus calendula
448202	False	eng subst	Old World warbler
448203	False	eng subst	true warbler
448205	False	eng subst	genus Silvia
448207	False	eng subst	Silvia atricapilla
448208	False	eng subst	greater whitethroat
448210	False	eng subst	Sylvia communis
448211	False	eng subst	lesser whitethroat
448213	False	eng subst	Sylvia curruca
448215	False	eng subst	genus Phylloscopus
448216	False	eng subst	wood warbler
448217	False	eng subst	Phylloscopus sibilatrix
448219	False	eng subst	genus Acrocephalus
448220	False	eng subst	sedge warbler
448221	False	eng subst	sedge bird
448222	False	eng subst	sedge wren
448224	False	eng subst	Acrocephalus schoenobaenus
448226	False	eng subst	genus Prinia
448227	False	eng subst	wren warbler
448229	False	eng subst	genus Orthotomus
448231	False	eng subst	Orthotomus sutorius
448233	False	eng subst	family Timaliidae
448235	False	eng subst	genus Timalia
448239	False	eng subst	family Parulidae
448240	False	eng subst	New World warbler
448241	False	eng subst	wood warbler
448243	False	eng subst	genus Parula
448244	False	eng subst	parula warbler
448245	False	eng subst	northern parula
448246	False	eng subst	Parula americana
448247	False	eng subst	Wilson's warbler
448248	False	eng subst	Wilson's blackcap
448249	False	eng subst	Wilsonia pusilla
448251	False	eng subst	genus Setophaga
448252	False	eng subst	flycatching warbler
448253	False	eng subst	American redstart
448255	False	eng subst	Setophaga ruticilla
448257	False	eng subst	genus Dendroica
448258	False	eng subst	Cape May warbler
448259	False	eng subst	Dendroica tigrina
448260	False	eng subst	yellow warbler
448261	False	eng subst	golden warbler
448263	False	eng subst	Dendroica petechia
448265	False	eng subst	Blackburnian warbler
448266	False	eng subst	Dendroica fusca
448267	False	eng subst	Audubon's warbler
448268	False	eng subst	Audubon warbler
448269	False	eng subst	Dendroica auduboni
448270	False	eng subst	myrtle warbler
448271	False	eng subst	myrtle bird
448272	False	eng subst	Dendroica coronata
448274	False	eng subst	Dendroica striate
448276	False	eng subst	genus Icteria
448277	False	eng subst	New World chat
448279	False	eng subst	yellow-breasted chat
448280	False	eng subst	Icteria virens
448282	False	eng subst	genus Seiurus
448284	False	eng subst	Seiurus aurocapillus
448285	False	eng subst	water thrush
448287	False	eng subst	genus Geothlypis
448289	False	eng subst	common yellowthroat
448290	False	eng subst	Maryland yellowthroat
448291	False	eng subst	Geothlypis trichas
448293	False	eng subst	family Paradisaeidae
448294	False	eng subst	bird of paradise
448296	False	eng subst	genus Ptloris
448298	False	eng subst	Ptloris paradisea
448300	False	eng subst	family Icteridae
448301	False	eng subst	New World oriole
448302	False	eng subst	American oriole
448305	False	eng subst	genus Icterus
448306	False	eng subst	northern oriole
448307	False	eng subst	Icterus galbula
448308	False	eng subst	Baltimore oriole
448309	False	eng subst	Baltimore bird
448312	False	eng subst	Icterus galbula galbula
448313	False	eng subst	Bullock's oriole
448314	False	eng subst	Icterus galbula bullockii
448315	False	eng subst	orchard oriole
448316	False	eng subst	Icterus spurius
448318	False	eng subst	genus Sturnella
448321	False	eng subst	eastern meadowlark
448322	False	eng subst	Sturnella magna
448323	False	eng subst	western meadowlark
448324	False	eng subst	Sturnella neglecta
448326	False	eng subst	genus Cacicus
448330	False	eng subst	genus Dolichonyx
448334	False	eng subst	Dolichonyx oryzivorus
448335	False	eng subst	New World blackbird
448338	False	eng subst	genus Quiscalus
448340	False	eng subst	crow blackbird
448341	False	eng subst	purple grackle
448342	False	eng subst	Quiscalus quiscula
448344	False	eng subst	genus Euphagus
448345	False	eng subst	rusty blackbird
448346	False	eng subst	rusty grackle
448347	False	eng subst	Euphagus carilonus
448349	False	eng subst	genus Molothrus
448352	False	eng subst	genus Agelaius
448353	False	eng subst	red-winged blackbird
448355	False	eng subst	Agelaius phoeniceus
448357	False	eng subst	family Oriolidae
448358	False	eng subst	Old World oriole
448361	False	eng subst	genus Oriolus
448362	False	eng subst	golden oriole
448363	False	eng subst	Oriolus oriolus
448365	False	eng subst	genus Sphecotheres
448368	False	eng subst	family Sturnidae
448371	False	eng subst	genus Sturnus
448372	False	eng subst	common starling
448373	False	eng subst	Sturnus vulgaris
448375	False	eng subst	subgenus Pastor
448376	False	eng subst	rose-colored starling
448377	False	eng subst	rose-colored pastor
448378	False	eng subst	Pastor sturnus
448379	False	eng subst	Pastor roseus
448384	False	eng subst	myna bird
448385	False	eng subst	mynah bird
448387	False	eng subst	genus Acridotheres
448388	False	eng subst	crested myna
448389	False	eng subst	Acridotheres tristis
448391	False	eng subst	genus Gracula
448392	False	eng subst	hill myna
448393	False	eng subst	Indian grackle
448395	False	eng subst	Gracula religiosa
448397	False	eng subst	family Corvidae
448398	False	eng subst	corvine bird
448400	False	eng subst	genus Corvus
448402	False	eng subst	American crow
448403	False	eng subst	Corvus brachyrhyncos
448405	False	eng subst	Corvus corax
448407	False	eng subst	Corvus frugilegus
448410	False	eng subst	Corvus monedula
448413	False	eng subst	subfamily Garrulinae
448416	False	eng subst	genus Garrulus
448417	False	eng subst	Old World jay
448418	False	eng subst	common European jay
448419	False	eng subst	Garullus garullus
448421	False	eng subst	genus Cyanocitta
448422	False	eng subst	New World jay
448423	False	eng subst	blue jay
448425	False	eng subst	Cyanocitta cristata
448427	False	eng subst	genus Perisoreus
448428	False	eng subst	Canada jay
448429	False	eng subst	grey jay
448430	False	eng subst	gray jay
448431	False	eng subst	camp robber
448432	False	eng subst	whisker jack
448433	False	eng subst	Perisoreus canadensis
448434	False	eng subst	Rocky Mountain jay
448435	False	eng subst	Perisoreus canadensis capitalis
448437	False	eng subst	genus Nucifraga
448439	False	eng subst	common nutcracker
448440	False	eng subst	Nucifraga caryocatactes
448441	False	eng subst	Clark's nutcracker
448442	False	eng subst	Nucifraga columbiana
448444	False	eng subst	genus Pica
448446	False	eng subst	European magpie
448447	False	eng subst	Pica pica
448448	False	eng subst	American magpie
448449	False	eng subst	Pica pica hudsonia
448451	False	eng subst	family Cracticidae
448452	False	eng subst	Australian magpie
448454	False	eng subst	genus Cracticus
448457	False	eng subst	genus Strepera
448459	False	eng subst	bell magpie
448461	False	eng subst	genus Gymnorhina
448462	False	eng subst	piping crow
448463	False	eng subst	piping crow-shrike
448464	False	eng subst	Gymnorhina tibicen
448466	False	eng subst	family Troglodytidae
448468	False	eng subst	jenny wren
448470	False	eng subst	genus Troglodytes
448471	False	eng subst	winter wren
448472	False	eng subst	Troglodytes troglodytes
448473	False	eng subst	house wren
448474	False	eng subst	Troglodytes aedon
448476	False	eng subst	genus Cistothorus
448477	False	eng subst	marsh wren
448478	False	eng subst	long-billed marsh wren
448479	False	eng subst	Cistothorus palustris
448480	False	eng subst	sedge wren
448481	False	eng subst	short-billed marsh wren
448482	False	eng subst	Cistothorus platensis
448484	False	eng subst	genus Salpinctes
448485	False	eng subst	rock wren
448486	False	eng subst	Salpinctes obsoletus
448488	False	eng subst	genus Thryothorus
448489	False	eng subst	Carolina wren
448490	False	eng subst	Thryothorus ludovicianus
448492	False	eng subst	genus Campylorhynchus
448494	False	eng subst	genus Heleodytes
448495	False	eng subst	cactus wren
448497	False	eng subst	family Mimidae
448499	False	eng subst	genus Mimus
448502	False	eng subst	Mimus polyglotktos
448504	False	eng subst	genus Melanotis
448505	False	eng subst	blue mockingbird
448506	False	eng subst	Melanotis caerulescens
448508	False	eng subst	genus Dumetella
448510	False	eng subst	grey catbird
448511	False	eng subst	gray catbird
448512	False	eng subst	Dumetella carolinensis
448514	False	eng subst	genus Toxostoma
448516	False	eng subst	mocking thrush
448517	False	eng subst	brown thrasher
448518	False	eng subst	brown thrush
448519	False	eng subst	Toxostoma rufums
448521	False	eng subst	family Xenicidae
448523	False	eng subst	family Acanthisittidae
448524	False	eng subst	New Zealand wren
448526	False	eng subst	genus Xenicus
448527	False	eng subst	rock wren
448528	False	eng subst	Xenicus gilviventris
448530	False	eng subst	genus Acanthisitta
448531	False	eng subst	rifleman bird
448532	False	eng subst	Acanthisitta chloris
448534	False	eng subst	family Certhiidae
448536	False	eng subst	tree creeper
448538	False	eng subst	genus Certhia
448539	False	eng subst	brown creeper
448540	False	eng subst	American creeper
448541	False	eng subst	Certhia americana
448542	False	eng subst	European creeper
448543	False	eng subst	Certhia familiaris
448545	False	eng subst	genus Tichodroma
448546	False	eng subst	wall creeper
448548	False	eng subst	Tichodroma muriaria
448550	False	eng subst	family Sittidae
448554	False	eng subst	genus Sitta
448555	False	eng subst	European nuthatch
448556	False	eng subst	Sitta europaea
448557	False	eng subst	red-breasted nuthatch
448558	False	eng subst	Sitta canadensis
448559	False	eng subst	white-breasted nuthatch
448560	False	eng subst	Sitta carolinensis
448562	False	eng subst	family Paridae
448566	False	eng subst	genus Parus
448568	False	eng subst	black-capped chickadee
448570	False	eng subst	Parus atricapillus
448571	False	eng subst	tufted titmouse
448572	False	eng subst	Parus bicolor
448573	False	eng subst	Carolina chickadee
448574	False	eng subst	Parus carolinensis
448575	False	eng subst	blue tit
448577	False	eng subst	Parus caeruleus
448579	False	eng subst	genus Psaltriparus
448581	False	eng subst	bush tit
448583	False	eng subst	genus Chamaea
448585	False	eng subst	Chamaea fasciata
448587	False	eng subst	genus Auriparus
448589	False	eng subst	Auriparus flaviceps
448591	False	eng subst	family Irenidae
448593	False	eng subst	genus Irena
448594	False	eng subst	fairy bluebird
448597	False	eng subst	family Hirundinidae
448600	False	eng subst	genus Hirundo
448601	False	eng subst	barn swallow
448602	False	eng subst	chimney swallow
448603	False	eng subst	Hirundo rustica
448604	False	eng subst	cliff swallow
448605	False	eng subst	Hirundo pyrrhonota
448606	False	eng subst	tree swallow
448607	False	eng subst	tree martin
448608	False	eng subst	Hirundo nigricans
448610	False	eng subst	genus Iridoprocne
448611	False	eng subst	white-bellied swallow
448612	False	eng subst	tree swallow
448613	False	eng subst	Iridoprocne bicolor
448616	False	eng subst	genus Delichon
448617	False	eng subst	house martin
448618	False	eng subst	Delichon urbica
448620	False	eng subst	genus Riparia
448621	False	eng subst	bank martin
448622	False	eng subst	bank swallow
448623	False	eng subst	sand martin
448624	False	eng subst	Riparia riparia
448626	False	eng subst	genus Progne
448627	False	eng subst	purple martin
448628	False	eng subst	Progne subis
448630	False	eng subst	family Artamidae
448632	False	eng subst	genus Artamus
448633	False	eng subst	wood swallow
448634	False	eng subst	swallow shrike
448636	False	eng subst	family Thraupidae
448639	False	eng subst	genus Piranga
448640	False	eng subst	scarlet tanager
448641	False	eng subst	Piranga olivacea
448644	False	eng subst	western tanager
448645	False	eng subst	Piranga ludoviciana
448646	False	eng subst	summer tanager
448647	False	eng subst	summer redbird
448648	False	eng subst	Piranga rubra
448649	False	eng subst	hepatic tanager
448650	False	eng subst	Piranga flava hepatica
448652	False	eng subst	family Laniidae
448655	False	eng subst	genus Lanius
448657	False	eng subst	European shrike
448658	False	eng subst	Lanius excubitor
448659	False	eng subst	northern shrike
448660	False	eng subst	Lanius borealis
448661	False	eng subst	white-rumped shrike
448662	False	eng subst	Lanius ludovicianus excubitorides
448663	False	eng subst	loggerhead shrike
448664	False	eng subst	Lanius lucovicianus
448665	False	eng subst	migrant shrike
448666	False	eng subst	Lanius ludovicianus migrans
448668	False	eng subst	subfamily Malaconotinae
448669	False	eng subst	bush shrike
448671	False	eng subst	genus Chlorophoneus
448672	False	eng subst	black-fronted bush shrike
448673	False	eng subst	Chlorophoneus nigrifrons
448675	False	eng subst	family Ptilonorhynchidae
448679	False	eng subst	genus Ptilonorhynchus
448680	False	eng subst	satin bowerbird
448681	False	eng subst	satin bird
448682	False	eng subst	Ptilonorhynchus violaceus
448684	False	eng subst	genus Chlamydera
448685	False	eng subst	great bowerbird
448686	False	eng subst	Chlamydera nuchalis
448688	False	eng subst	family Cinclidae
448689	False	eng subst	water ouzel
448692	False	eng subst	genus Cinclus
448693	False	eng subst	European water ouzel
448694	False	eng subst	Cinclus aquaticus
448695	False	eng subst	American water ouzel
448696	False	eng subst	Cinclus mexicanus
448698	False	eng subst	family Vireonidae
448699	False	eng subst	genus Vireo
448701	False	eng subst	red-eyed vireo
448702	False	eng subst	Vireo olivaceous
448703	False	eng subst	solitary vireo
448704	False	eng subst	Vireo solitarius
448705	False	eng subst	blue-headed vireo
448706	False	eng subst	Vireo solitarius solitarius
448708	False	eng subst	family Bombycillidae
448710	False	eng subst	genus bombycilla
448712	False	eng subst	cedar waxwing
448714	False	eng subst	Bombycilla cedrorun
448715	False	eng subst	Bohemian waxwing
448716	False	eng subst	Bombycilla garrulus
448718	False	eng subst	order Raptores
448719	False	eng subst	bird of prey
