aleja sztywny 
alma mater 
babi lato 
bać się 
bać się pokazać na oko 
bawić się 
brać . . . strona 
brać do serce 
brać do siebie 
brać góra 
brać na rozum 
brać noga za pas 
brać pod uwaga 
brać poprawka 
brać udział 
bronić się 
budowa ciało 
budzić się 
błona łącznotkankowy 
chować się 
ciąg komunikacyjny 
ciąg pieszy 
ciało lotny 
ciekawić się 
ciemny masa 
cieszyć się 
cofać się 
cofnąć się 
częstować się 
czołgać się 
czynić coś zły 
człowiek interes 
dać do myślenie 
dać wiara 
dawać do myślenie 
dawać do zrozumienie 
dawać wiara 
dematerializować się 
denerwować się 
dobry strona 
dobry imię 
dobry duch 
dochodzić do wniosek 
dochowywać się 
doczekać się 
dodać gaz 
dogadać się 
dokonać życie 
dokonać żywot 
dom boży 
domagać się 
domyślać się 
domyślić się 
dopełniać się 
dopełnić się 
dopuszczać się 
dopytywać się 
dorobić się 
dorzucić swój trzy grosz 
dostać się 
dostać się w . . . ręka 
dostawać się 
dostawać się 
dotrzymać krok 
dowiadywać się 
dowiedzieć się 
dołączyć się 
drapować się 
drzeć się 
dwadzieścia cztery godzina 
dziać się 
dziać filozofia 
działać na nerwy 
działać w zły Wiera 
działalność gospodarczy 
działanie matematyczny 
dzień i noc 
dzień jutrzejszy 
dzień wolny 
dzieło poetycki 
dziwić się 
edukować się 
język żywy 
film fabularny 
film krótkometrażowy 
formacja geologiczny 
frasować się 
gaz szlachetny 
gaz węglowy 
gmina wyznaniowy 
gnębić się 
godzić się 
godzić się 
godzić się 
gorączkować się 
grać komedia 
grać na nerw 
gromadzić się 
grupa etniczny 
grupować się 
gryźć się 
głowić się 
informować się 
instrument muzyczny 
interesować się 
iść o zakład 
iskra boży 
istota ludzki 
istota nadprzyrodzony 
izolować się 
jama gardłowy 
jama ustny 
jednostka administracyjny 
jednostka miara 
kara pieniężny 
klatka piersiowy 
kojarzyć się 
komponować się 
komunikować się 
koncentrować się 
kończyna dolny 
kończyna górny 
kontaktować się 
kręcić się 
kręcić się 
kreować się 
krępować się 
kryć się 
kryć się 
książę ciemność 
kształcić się 
kwalifikować się 
kwiecić się 
kłaść się 
kłaść trup 
kłopotać się 
lać się 
lać łza 
leczyć zwierzę 
legitymować się 
lękać się 
Linia demarkacyjny 
Linia front 
Linia kolejowy 
Linia kredytowy 
Linia telefoniczny 
martwić się 
maszyna prosty 
materiał wybuchowy 
matka i ojciec 
mąż i żona 
męczyć się 
metal szlachetny 
miasto umarły 
mieć na wzgląd 
mieć wzgląd 
miejsce kult 
miejsce odosobnienie 
miejsce wieczny spoczynek 
mieszać się 
mocny strona 
modlić się 
mól książkowy 
moment zwrotny 
mówić na ucho 
mylić się 
nabawić się 
nabijać w butelka 
nachylić się 
nadać się 
nadawać imię 
nadawać się 
nadstawić głowa 
nadstawić kark 
nakierować się 
nakryć głowa 
nakład siła 
nakładać obowiązek 
należeć się 
należeć się 
napędzić strach 
napełniać się 
napełnić się 
napić się 
narodzić się 
nastraszyć się 
natknąć się 
natykać się 
nauczyć się 
nauczyciel matematyka 
nauczyciel muzyka 
nauczyciel szkolny 
nauka o materia 
nauka o roślina 
nauka o zdrowie 
nauka o zdrowie zwierzę 
nauka ścisły 
nazywać się 
nałożyć obowiązek 
nie móc pokazać się . . . na oko 
nie móc spojrzeć w oko 
nie omieszkać 
nie śmieć spojrzeć w oko 
niebieski planeta 
niepokoić się 
nieść pomoc 
nosić w pamięć 
nowy targ 
obawiać się 
obcy terytorium 
obdarzać uczucie 
obejść się 
obiekt sportowy 
objąć umysł 
obrócić się 
obronić się 
odbić się 
odbić się 
odbywać się 
oddalać się 
oddalić się 
odegrać się 
odezwać się 
odgrażać się 
odgrywać rola 
odkręcić się 
odnieść wrażenie 
odnieść się 
odnosić się 
odnosić się 
odróżniać się 
odrywać się 
odwinąć się 
odwrócić się 
odzywać się 
odżywiać się 
ogarnąć umysł 
oglądać się 
olej napędowy 
opamiętać się 
opanować się 
opiekować się 
opierać się 
opierać się 
opowiadać się 
opowiedzieć się 
oprzeć się 
oprzeć się 
opłacać się 
osiedlać się 
osiedlić się 
osiedlić się 
osocze krew 
oświadczyć się 
otwierać się 
otworzyć się 
owinąć wokół palec 
ożenić się 
palić się 
paliwo kopalny 
Pan dom 
pani dom 
panoszyć się 
papier wartościowy 
park sztywny 
pastwić się 
pełnić rola 
piąć się 
pierwszy pomoc 
piętnaście minuta 
plac gra 
plątać się 
pobierać nauka 
pobierać się 
pochylić się 
poczucie własny godność 
poczynać siebie 
podać się do dymisja 
podatek od dochód osobisty 
podatek od przedsiębiorstwo 
podatek od towar i usługa 
podawać się do dymisja 
poddać próba 
poddać się 
poddać się 
poddawać się 
podejmować się 
podeprzeć się 
poderwać się 
podjąć decyzja 
podjąć się 
podnieść na duch 
podnieść się 
podnosić na duch 
podnosić się 
podobać się 
podpierać się 
podtrzymać na duch 
podtrzymywać na duch 
pogoda duch 
pogodzić się 
pogłowić się 
wziąć za żona 
pojawiać się 
pojawić się 
pojawić się 
pojawić się 
pojazd kołowy 
pojednać się 
pójść o zakład 
pokazać się 
pokazywać się 
pokój lekcyjny 
pole bitwa 
pomoc domowy 
ponieść odpowiedzialność 
ponieść porażka 
ponieść śmierć 
ponosić odpowiedzialność 
ponosić porażka 
popisać się 
poprosić o ręka 
poradzić się 
porozumieć się 
port lotniczy 
poruszyć się 
posilać się 
posilić się 
postarać się 
postarać się 
posuwać się 
poświęcać się 
poświęcić się 
posyłać uśmiech 
poszerzyć się 
posłać uśmiech 
posługiwać się 
posłużyć się 
potęgować się 
potrzeba pić 
powetować siebie 
powiedzieć na ucho 
powiększać się 
powinien się 
pozbyć się 
pożegnać się 
pożegnać się z życie 
pożegnać się z Świat 
poznać się 
pożywiać się 
pożywić się 
położyć się 
praca pisemny 
pracownik naukowy 
prawo człowiek 
prezentować się 
prezes rada minister 
proces myślowy 
przebudzać się 
przechowywać się 
przedostać się 
przedstawiać siebie 
przedstawiać się 
przejmować się 
przejście graniczny 
przekroczyć próg 
przekwaterowywać się 
przelęknąć się 
przelęknąć się 
przemieścić się 
przemieszczać się 
przemówić do rozsądek 
przemówić do rozum 
przenieść się 
przenieść się do dobry świat 
przenieść się do wieczność 
przenieść się na tamten Świat 
przenieść się na łono Abraham 
przenieść prawo 
przenosić się 
przeprawiać się 
przeprowadzać się 
przestraszyć się 
przewód wentylacyjny 
przybliżać się 
przybliżyć się 
przychylić się 
przyczynić się 
przydać się 
przyglądać się 
przyjrzeć się 
przyjść na Świat 
przynależność państwowy 
przypadać do gust 
przypaść do gust 
przypatrywać się 
przypatrzyć się 
przypomnieć się 
przyspieszyć krok 
przysłuchiwać się 
przytrafić się 
przyznać się 
przyznawać się 
przyzwyczaić się 
przyłączyć się 
psuć krew 
punkt widzenie 
punkt wyjście 
puścić farba 
puścić płaz 
puścić z dym 
raczyć się 
rada minister 
radować się 
rejon walka 
ród ludzki 
ronić łza 
rozbudzać się 
rozchylać się 
rozchylić się 
rozczarować się 
rozczulić się 
rozerwać się 
rozeznać się 
rozglądać się 
rozkleić się 
rozkład moralny 
rozlec się 
różnić się 
rozprzestrzenić się 
rozpływać się 
rozradować się 
rozrzewnić się 
rozstać się 
rozstać się z życie 
rozstawać się 
rozszerzyć się 
roztkliwić się 
rozumieć się samo przez się 
rozwijać się 
rozwijać się 
rozwinąć się 
ruszyć się 
rzucać kłoda pod noga 
rzucać się 
rzucić się 
sadowić się 
schować się 
schylić się 
ścigać się 
sięgać korzeń 
silnik odrzutowy 
silnik rakietowy 
silnik wewnętrzny spalanie 
utwór wokalny 
skarbnica wiedza 
skarżyć się 
skierować się 
skoncentrować się 
skończyć się 
skręcać się 
skryć się 
skrywać się 
skupiać się 
skupić się 
składać pocałunek 
składać broń 
składać podziękowanie 
składać przeprosiny 
składać reklamacja 
składać urząd 
składać zeznanie 
składać życzenie 
śmiać się 
smucić się 
snuć wspomnienie 
snuć się 
spółka . z O . o . 
spadek napięcie 
spalać się 
specjalista od public relations 
spełniać się 
spełnić się 
spieszyć się 
spodobać się 
spodziewać się 
sposób rozumowanie 
spotkać się 
spowodować _ działanie dokonany _ 
spółka akcyjny 
spółka cywilny 
spółka jawny 
spółka komandytowy 
spółka z ograniczony odpowiedzialność 
sprawiać się 
sprawować się 
sprowadzać się 
sprzeciwiać się 
środek przekaz 
stać po . . . strona 
stać się 
staczać się 
stan posiadanie 
starać się 
starać się 
stary człowiek 
stary kontynent 
stary Świat 
stawać się 
stawiać wniosek 
stawić się 
stosować się 
stracić życie 
strwożyć się 
stulić ucho 
stwarzać pozór 
substancja jadalny 
świecić się 
system językowy 
system symboliczny 
system znakowy 
szkolić się 
szkoła ponadpodstawowy 
sztuka leczenie 
sługa bożyć 
służba specjalny 
tajny służba 
taśma filmowy 
ten sam 
tknąć się 
toczyć się 
tracić życie 
trafiać się 
trapić się 
trasa szybki Ruch 
troskać się 
trwożyć się 
trząść się 
trzymać buzia na kłódka 
trzymać . . . strona 
trzymać język za ząb 
tyczyć się 
ubiegać się 
uchronić się 
uchylić się 
ucieszyć się 
uczyć się 
uczynić coś zły 
udać się 
udawać się 
udzielać wypowiedź 
udzielić wypowiedź 
uganiać się 
ująć się 
ująć za serce 
ukazać się 
ukazywać się 
ukryć się 
ukształtować się 
układ ciało 
układać się 
umawiać się 
umówić się 
unosić się 
upadły anioł 
upaść na duch 
upodabniać się 
upominać się 
uprawomocniać się 
uradować się 
urodzić się 
urzeczywistniać się 
urzeczywistnić się 
urzędnik wysoki szczebel 
usadowić się 
uskarżać się 
uśmiechać się 
uśmiechnąć się 
ustawa zasadniczy 
ustosunkować się 
ustrzec się 
utrzymać się 
utrzymać się 
utrzymywać się 
utworzyć się 
uwidocznić się 
uwijać się 
uzależnić się 
ułożyć się 
wahać się 
warga dolny 
wchodzić w słowo 
wdrapać się 
wejść w słowo 
weselić się 
wesprzeć się 
wić się 
wiek średni 
wiercić się 
wisieć nad głowa 
wkomponowywać się 
wolny ręka 
wpaść na pomysł 
wprowadzać się 
wrócić na tarcza 
wściekać się 
wspiąć się 
wspierać się 
wspinać się 
wspinać się 
wstawić się 
wstrzymać się 
wstydzić się 
wsłuchiwać się 
